analyst_id,ticker,f_quarter,reported,eps_points,revenue_points,total_points
QuantTrader007,FLR,Q2 2020,12-Nov-20,-3,11,8
QuantTrader007,MLCO,Q2 2020,20-Aug-20,-4,-25,-29
QuantTrader007,WOLF,Q4 2020,18-Aug-20,-4,-6,-10
QuantTrader007,MDP,Q4 2020,13-Aug-20,-6,-7,-13
QuantTrader007,ICON,Q2 2020,12-Aug-20,-6,-4,-10
QuantTrader007,ACIA,Q2 2020,10-Aug-20,-5,-9,-14
QuantTrader007,RAIL,Q2 2020,10-Aug-20,15,14,29
QuantTrader007,MCHX,Q2 2020,10-Aug-20,10,18,28
QuantTrader007,SPPI,Q2 2020,10-Aug-20,19,-25,-6
QuantTrader007,HZN,Q2 2020,7-Aug-20,15,14,29
QuantTrader007,USM,Q2 2020,6-Aug-20,16,23,39
QuantTrader007,FPRX,Q2 2020,6-Aug-20,9,-10,-1
QuantTrader007,GERN,Q2 2020,6-Aug-20,-17,-1,-18
QuantTrader007,FSLR,Q2 2020,6-Aug-20,-3,14,11
QuantTrader007,WCN,Q2 2020,6-Aug-20,11,-3,8
QuantTrader007,PRAH,Q2 2020,6-Aug-20,-9,-8,-17
QuantTrader007,PFSI,Q2 2020,6-Aug-20,-6,-6,-12
QuantTrader007,CQP,Q2 2020,6-Aug-20,14,-6,8
QuantTrader007,IBP,Q2 2020,6-Aug-20,-4,18,14
QuantTrader007,AAON,Q2 2020,6-Aug-20,25,19,44
QuantTrader007,PCRX,Q2 2020,6-Aug-20,-7,-15,-22
QuantTrader007,USPH,Q2 2020,6-Aug-20,18,-9,9
QuantTrader007,ZEUS,Q2 2020,6-Aug-20,-4,-4,-8
QuantTrader007,AAWW,Q2 2020,6-Aug-20,-6,-5,-11
QuantTrader007,XRAY,Q2 2020,6-Aug-20,-8,-19,-27
Suntrust_2,PNW,Q3 2021,5-Nov-21,12,12,24
Suntrust_2,SO,Q3 2021,4-Nov-21,-25,24,-1
Suntrust_2,PPL,Q3 2021,4-Nov-21,-17,-25,-42
Suntrust_2,NRG,Q3 2021,4-Nov-21,-4,-5,-9
Suntrust_2,DUK,Q3 2021,4-Nov-21,9,9,18
Suntrust_2,CNP,Q3 2021,4-Nov-21,-15,-25,-40
Suntrust_2,AEE,Q3 2021,3-Nov-21,9,-6,3
Suntrust_2,AES,Q3 2021,3-Nov-21,9,22,31
Suntrust_2,EXC,Q3 2021,3-Nov-21,-8,-4,-12
Suntrust_2,EVRG,Q3 2021,3-Nov-21,11,-21,-10
Suntrust_2,EIX,Q3 2021,2-Nov-21,-3,-8,-11
Suntrust_2,PNM,Q3 2021,28-Oct-21,25,14,39
Suntrust_2,CMS,Q3 2021,28-Oct-21,-10,15,5
Suntrust_2,AEP,Q3 2021,28-Oct-21,-11,17,6
Suntrust_2,XEL,Q3 2021,28-Oct-21,16,-25,-9
Suntrust_2,AEE,Q2 2021,5-Aug-21,19,-16,3
Suntrust_2,PPL,Q2 2021,5-Aug-21,-6,-15,-21
Suntrust_2,NRG,Q2 2021,5-Aug-21,9,-4,5
Suntrust_2,EVRG,Q2 2021,5-Aug-21,-7,-18,-25
Suntrust_2,DUK,Q2 2021,5-Aug-21,-10,-8,-18
Suntrust_2,PNW,Q2 2021,5-Aug-21,-6,-6,-12
Suntrust_2,CNP,Q2 2021,5-Aug-21,14,-24,-10
Suntrust_2,AES,Q2 2021,4-Aug-21,14,19,33
Suntrust_2,EXC,Q2 2021,4-Aug-21,-4,22,18
Suntrust_2,PNM,Q2 2021,30-Jul-21,8,13,21
BillB1210,DXPE,Q3 2021,8-Dec-21,-2,-3,-5
BillB1210,NETI,Q3 2021,8-Dec-21,-4,22,18
BillB1210,CPB,Q1 2022,8-Dec-21,9,-4,5
BillB1210,KFY,Q2 2022,8-Dec-21,20,19,39
BillB1210,VRA,Q3 2022,8-Dec-21,-4,-10,-14
BillB1210,THO,Q1 2022,8-Dec-21,12,11,23
BillB1210,UNFI,Q1 2022,8-Dec-21,11,8,19
BillB1210,PLAB,Q4 2021,8-Dec-21,9,9,18
BillB1210,LOVE,Q3 2022,8-Dec-21,9,9,18
BillB1210,PD,Q3 2022,7-Dec-21,11,13,24
BillB1210,CASY,Q2 2022,7-Dec-21,-4,9,5
BillB1210,PLAY,Q3 2021,7-Dec-21,-4,-5,-9
BillB1210,SFIX,Q1 2022,7-Dec-21,21,15,36
BillB1210,TOL,Q4 2021,7-Dec-21,12,15,27
BillB1210,CHPT,Q3 2022,7-Dec-21,-2,13,11
BillB1210,AVAV,Q2 2022,7-Dec-21,8,-3,5
BillB1210,JW-A,Q2 2022,7-Dec-21,8,9,17
BillB1210,DBI,Q3 2021,7-Dec-21,14,15,29
BillB1210,AZO,Q1 2022,7-Dec-21,9,14,23
BillB1210,CONN,Q3 2022,7-Dec-21,-2,8,6
BillB1210,HQY,Q3 2022,6-Dec-21,-3,-4,-7
BillB1210,COUP,Q3 2022,6-Dec-21,9,16,25
BillB1210,MDB,Q3 2022,6-Dec-21,9,11,20
BillB1210,SAIC,Q3 2022,6-Dec-21,12,17,29
BillB1210,HIBB,Q3 2022,3-Dec-21,-4,21,17
Analyst_5770830,NEE,Q2 2020,24-Jul-20,-4,10,6
Analyst_5770830,EVRG,Q3 2019,6-Nov-19,-2,13,11
bsirirat,MSFT,Q4 2020,22-Jul-20,7,-5,2
bsirirat,HTHT,Q1 2020,30-Jun-20,13,-1,12
bsirirat,HCR,Q1 2020,25-Jun-20,0,-3,-3
bsirirat,GME,Q1 2020,9-Jun-20,-3,-2,-5
bsirirat,GERN,Q1 2020,28-May-20,0,-1,-1
bsirirat,JWN,Q1 2020,28-May-20,-2,15,13
bsirirat,TCOM,Q1 2020,28-May-20,-1,-1,-2
bsirirat,PSTG,Q1 2021,28-May-20,-4,-5,-9
bsirirat,MOD,Q4 2020,28-May-20,0,-1,-1
bsirirat,VEEV,Q1 2021,28-May-20,7,-3,4
bsirirat,WSM,Q1 2020,28-May-20,-4,-3,-7
bsirirat,CRM,Q1 2021,28-May-20,-1,-1,-2
bsirirat,ULTA,Q1 2020,28-May-20,-1,16,15
bsirirat,COST,Q3 2020,28-May-20,-4,-1,-5
bsirirat,VMW,Q1 2021,28-May-20,-4,-2,-6
bsirirat,MRVL,Q1 2021,28-May-20,-5,-3,-8
bsirirat,OLLI,Q1 2020,28-May-20,8,-2,6
bsirirat,ZS,Q3 2020,28-May-20,-5,-4,-9
bsirirat,OKTA,Q1 2021,28-May-20,-5,-5,-10
bsirirat,DXC,Q4 2020,28-May-20,10,20,30
bsirirat,DELL,Q1 2021,28-May-20,7,-5,2
bsirirat,MSFT,Q3 2020,29-Apr-20,11,16,27
bsirirat,MA,Q1 2020,29-Apr-20,-6,-11,-17
bsirirat,LOVE,Q4 2020,16-Apr-20,-1,-1,-2
bsirirat,CYD,Q4 2019,30-Mar-20,-3,-3,-6
Medic2525,ARMK,Q4 2021,16-Nov-21,-6,20,14
Medic2525,ICLR,Q3 2021,3-Nov-21,-4,-1,-5
Medic2525,HRB,Q1 2022,2-Nov-21,-4,-3,-7
Medic2525,SAVE,Q3 2021,27-Oct-21,-6,-8,-14
Medic2525,MNRO,Q2 2022,27-Oct-21,-5,-15,-20
Medic2525,CHEF,Q3 2021,27-Oct-21,-25,-12,-37
Medic2525,JNPR,Q3 2021,26-Oct-21,25,16,41
Medic2525,TSCO,Q3 2021,21-Oct-21,-7,10,3
Medic2525,AZZ,Q2 2022,12-Oct-21,13,-5,8
Medic2525,CMTL,Q4 2021,4-Oct-21,-5,-8,-13
Medic2525,ATGE,Q4 2021,19-Aug-21,-7,-3,-10
Medic2525,NETI,Q2 2021,17-Aug-21,9,8,17
Medic2525,SONO,Q3 2021,11-Aug-21,3,-5,-2
Medic2525,KMDA,Q2 2021,11-Aug-21,-3,-3,-6
Medic2525,CIR,Q2 2021,10-Aug-21,20,21,41
Medic2525,NLS,Q2 2021,9-Aug-21,-4,16,12
Medic2525,GOLD,Q2 2021,9-Aug-21,18,-1,17
Medic2525,GT,Q2 2021,6-Aug-21,17,20,37
Medic2525,WYNN,Q2 2021,4-Aug-21,-4,-4,-8
Medic2525,LYFT,Q2 2021,3-Aug-21,22,13,35
Medic2525,AAIC,Q2 2021,3-Aug-21,17,11,28
Medic2525,RL,Q1 2022,3-Aug-21,9,9,18
Medic2525,LLY,Q2 2021,3-Aug-21,-9,23,14
Medic2525,MAR,Q2 2021,3-Aug-21,11,21,32
Medic2525,COLM,Q2 2021,2-Aug-21,10,13,23
Analyst_8298118,GE,Q1 2020,29-Apr-20,-3,-1,-4
Analyst_8298118,EVRG,Q4 2019,2-Mar-20,-9,-1,-10
Analyst_8030355,AYX,Q2 2020,6-Aug-20,10,18,28
Analyst_8030355,RM,Q2 2020,5-Aug-20,-3,9,6
Analyst_8030355,NUAN,Q3 2020,5-Aug-20,9,11,20
Analyst_8030355,REGN,Q2 2020,5-Aug-20,9,10,19
Analyst_8030355,IPHI,Q2 2020,4-Aug-20,9,10,19
Analyst_8030355,RNG,Q2 2020,3-Aug-20,9,12,21
Analyst_8030355,FLEX,Q1 2021,30-Jul-20,6,-5,1
Analyst_8030355,SPSC,Q2 2020,30-Jul-20,12,8,20
Analyst_8030355,CHE,Q2 2020,29-Jul-20,10,11,21
Analyst_8030355,CNMD,Q2 2020,29-Jul-20,9,10,19
Analyst_8030355,LSCC,Q2 2020,28-Jul-20,8,7,15
Analyst_8030355,DXCM,Q2 2020,28-Jul-20,10,14,24
Analyst_8030355,MSFT,Q4 2020,22-Jul-20,25,11,36
Analyst_8030355,DIOD,Q1 2020,11-May-20,-3,-3,-6
Analyst_8030355,RNG,Q1 2020,6-May-20,25,15,40
Analyst_8030355,SPSC,Q1 2020,30-Apr-20,11,21,32
Analyst_8030355,DCO,Q1 2020,30-Apr-20,11,14,25
Analyst_8030355,NOW,Q1 2020,29-Apr-20,12,11,23
Analyst_8030355,FIVN,Q4 2019,19-Feb-20,13,12,25
Analyst_8030355,SPSC,Q4 2019,13-Feb-20,15,-1,14
Analyst_8030355,KAI,Q4 2019,12-Feb-20,-3,11,8
Analyst_8030355,RNG,Q4 2019,10-Feb-20,25,10,35
Analyst_8030355,MTW,Q4 2019,6-Feb-20,22,-3,19
Analyst_8030355,LGND,Q4 2019,6-Feb-20,19,-10,9
Analyst_8030355,MBUU,Q2 2020,6-Feb-20,8,8,16
Mehrwert,ARDX,Q3 2021,12-Nov-21,25,25,50
Mehrwert,RNG,Q3 2021,9-Nov-21,15,13,28
Mehrwert,VSTM,Q3 2021,4-Nov-21,0,-25,-25
Mehrwert,PBYI,Q3 2021,4-Nov-21,-3,-3,-6
Mehrwert,VG,Q3 2021,4-Nov-21,-8,17,9
Mehrwert,TGTX,Q3 2021,4-Nov-21,-4,24,20
Mehrwert,CLVS,Q3 2021,3-Nov-21,22,18,40
Mehrwert,EXEL,Q3 2021,2-Nov-21,15,17,32
Mehrwert,EGHT,Q2 2022,2-Nov-21,-6,19,13
Mehrwert,INFI,Q3 2021,2-Nov-21,12,-3,9
Mehrwert,SGEN,Q3 2021,28-Oct-21,10,9,19
Mehrwert,ARDX,Q2 2021,13-Aug-21,10,13,23
Mehrwert,EXEL,Q2 2021,5-Aug-21,-3,-4,-7
Mehrwert,PBYI,Q2 2021,5-Aug-21,6,-1,5
Mehrwert,VG,Q2 2021,5-Aug-21,25,13,38
Mehrwert,EGHT,Q1 2022,4-Aug-21,25,12,37
Mehrwert,CLVS,Q2 2021,4-Aug-21,-1,-2,-3
Mehrwert,VSTM,Q2 2021,2-Aug-21,0,12,12
Mehrwert,INFI,Q1 2021,13-May-21,25,16,41
Mehrwert,EGHT,Q4 2021,10-May-21,-9,14,5
Mehrwert,TGTX,Q1 2021,10-May-21,18,-5,13
Mehrwert,EXEL,Q1 2021,6-May-21,-1,-2,-3
Mehrwert,PBYI,Q1 2021,6-May-21,-4,-3,-7
Mehrwert,ARDX,Q1 2021,6-May-21,25,25,50
Mehrwert,VG,Q1 2021,6-May-21,-3,14,11
smiles18,CALM,Q4 2020,20-Jul-20,-13,-20,-33
smiles18,APOG,Q1 2021,26-Jun-20,-25,-13,-38
smiles18,CHWY,Q1 2020,9-Jun-20,-11,-18,-29
smiles18,CBRL,Q3 2020,2-Jun-20,-13,-13,-26
smiles18,ZS,Q3 2020,28-May-20,19,-7,12
smiles18,CYD,Q1 2020,26-May-20,-25,-25,-50
smiles18,GOLD,Q1 2020,6-May-20,-2,-13,-15
smiles18,EAT,Q3 2020,29-Apr-20,23,25,48
smiles18,GS,Q1 2020,15-Apr-20,-12,-6,-18
smiles18,CHWY,Q4 2019,2-Apr-20,-10,-3,-13
smiles18,APOG,Q4 2020,2-Apr-20,-11,-14,-25
smiles18,CYD,Q4 2019,30-Mar-20,16,12,28
smiles18,CALM,Q3 2020,30-Mar-20,-13,17,4
smiles18,APA,Q4 2019,26-Feb-20,12,12,24
smiles18,CBRL,Q2 2020,25-Feb-20,11,11,22
smiles18,VAL,Q4 2019,20-Feb-20,-5,-4,-9
smiles18,ZS,Q2 2020,20-Feb-20,19,-7,12
smiles18,GPC,Q4 2019,19-Feb-20,-7,-3,-10
smiles18,GOLD,Q4 2019,12-Feb-20,-11,-25,-36
smiles18,LSCC,Q4 2019,11-Feb-20,12,-16,-4
smiles18,TWTR,Q4 2019,6-Feb-20,-6,-4,-10
smiles18,CMG,Q4 2019,4-Feb-20,12,-4,8
smiles18,SYY,Q2 2020,3-Feb-20,-10,-8,-18
smiles18,CVX,Q4 2019,31-Jan-20,-25,-10,-35
smiles18,MSFT,Q2 2020,29-Jan-20,-8,-5,-13
serpyou,COUP,Q3 2022,6-Dec-21,15,22,37
serpyou,MDB,Q3 2022,6-Dec-21,10,11,21
serpyou,SMAR,Q3 2022,2-Dec-21,15,23,38
serpyou,DOCU,Q3 2022,2-Dec-21,13,20,33
serpyou,SPLK,Q3 2022,1-Dec-21,10,25,35
serpyou,VEEV,Q3 2022,1-Dec-21,16,10,26
serpyou,ZUO,Q3 2022,1-Dec-21,25,12,37
serpyou,OKTA,Q3 2022,1-Dec-21,12,14,26
serpyou,CRWD,Q3 2022,1-Dec-21,10,12,22
serpyou,ESTC,Q2 2022,1-Dec-21,21,11,32
serpyou,SNOW,Q3 2022,1-Dec-21,10,10,20
serpyou,BOX,Q3 2022,30-Nov-21,10,10,20
serpyou,ZS,Q1 2022,30-Nov-21,11,10,21
serpyou,CRM,Q3 2022,30-Nov-21,18,24,42
serpyou,PLAN,Q3 2022,23-Nov-21,11,13,24
serpyou,XPEV,Q3 2021,23-Nov-21,17,9,26
serpyou,ZM,Q3 2022,22-Nov-21,-2,17,15
serpyou,PANW,Q1 2022,18-Nov-21,16,15,31
serpyou,BABA,Q2 2022,18-Nov-21,-1,-4,-5
serpyou,NVDA,Q3 2022,17-Nov-21,12,16,28
serpyou,CSCO,Q1 2022,17-Nov-21,25,-4,21
serpyou,WIX,Q3 2021,11-Nov-21,12,15,27
serpyou,FICO,Q4 2021,10-Nov-21,8,-2,6
serpyou,FVRR,Q3 2021,10-Nov-21,8,20,28
serpyou,SAIL,Q3 2021,9-Nov-21,8,13,21
AetCap,SAM,Q4 2020,17-Feb-21,25,15,40
AetCap,MU,Q4 2020,29-Sep-20,10,15,25
AetCap,ATVI,Q2 2020,4-Aug-20,10,10,20
AetCap,CDLX,Q2 2020,4-Aug-20,13,-1,12
AetCap,EXC,Q2 2020,4-Aug-20,9,9,18
AetCap,INTC,Q2 2020,23-Jul-20,8,9,17
AetCap,MSFT,Q4 2020,22-Jul-20,9,7,16
AetCap,TSLA,Q2 2020,22-Jul-20,9,11,20
AetCap,NFLX,Q2 2020,16-Jul-20,-3,16,13
AetCap,CDLX,Q1 2020,11-May-20,-3,9,6
AetCap,SHOP,Q1 2020,6-May-20,11,14,25
AetCap,XPO,Q1 2020,4-May-20,-1,-2,-3
AetCap,STT,Q1 2020,17-Apr-20,10,-4,6
AetCap,CDLX,Q4 2019,3-Mar-20,18,11,29
AetCap,SNPS,Q1 2020,19-Feb-20,10,10,20
AetCap,SHOP,Q4 2019,12-Feb-20,11,10,21
AetCap,SYNA,Q2 2020,6-Feb-20,10,9,19
AetCap,ATVI,Q4 2019,6-Feb-20,15,18,33
AetCap,AMZN,Q4 2019,30-Jan-20,8,12,20
AetCap,NOW,Q4 2019,29-Jan-20,7,13,20
AetCap,MSFT,Q2 2020,29-Jan-20,10,8,18
AetCap,FB,Q4 2019,29-Jan-20,25,14,39
AetCap,NSC,Q4 2019,29-Jan-20,8,-1,7
AetCap,MA,Q4 2019,29-Jan-20,13,18,31
AetCap,XLNX,Q3 2020,28-Jan-20,22,-1,21
Spekoliunas,SWIR,Q1 2021,13-May-21,-4,-4,-8
Spekoliunas,SSTI,Q1 2021,11-May-21,-2,12,10
Spekoliunas,SAIL,Q1 2021,10-May-21,-8,-3,-11
Spekoliunas,NUAN,Q2 2021,10-May-21,14,-2,12
Spekoliunas,TTD,Q1 2021,10-May-21,14,-3,11
Spekoliunas,UI,Q3 2021,7-May-21,-3,22,19
Spekoliunas,PFSW,Q1 2021,7-May-21,-2,-5,-7
Spekoliunas,RPD,Q1 2021,6-May-21,19,16,35
Spekoliunas,PCTY,Q3 2021,6-May-21,9,-1,8
Spekoliunas,PDFS,Q1 2021,6-May-21,-4,-7,-11
Spekoliunas,MSI,Q1 2021,6-May-21,9,13,22
Spekoliunas,TDC,Q1 2021,6-May-21,11,13,24
Spekoliunas,DBX,Q1 2021,6-May-21,17,23,40
Spekoliunas,TRUE,Q1 2021,6-May-21,9,16,25
Spekoliunas,AAOI,Q1 2021,6-May-21,22,24,46
Spekoliunas,SYNA,Q3 2021,6-May-21,19,-4,15
Spekoliunas,MNTV,Q1 2021,6-May-21,-4,19,15
Spekoliunas,ALTR,Q1 2021,6-May-21,12,12,24
Spekoliunas,CARG,Q1 2021,6-May-21,12,10,22
Spekoliunas,ENV,Q1 2021,6-May-21,20,17,37
Spekoliunas,MCHP,Q4 2021,6-May-21,15,22,37
Spekoliunas,IAC,Q1 2021,6-May-21,9,24,33
Spekoliunas,ANGI,Q1 2021,6-May-21,14,16,30
Spekoliunas,IMMR,Q1 2021,6-May-21,-5,-4,-9
Spekoliunas,NET,Q1 2021,6-May-21,-4,18,14
MTS_Insights,WYNN,Q4 2019,6-Feb-20,10,-2,8
MTS_Insights,EA,Q3 2020,30-Jan-20,-1,21,20
MTS_Insights,V,Q1 2020,30-Jan-20,-5,-6,-11
MTS_Insights,AMZN,Q4 2019,30-Jan-20,-5,10,5
MTS_Insights,LVS,Q4 2019,29-Jan-20,10,9,19
MTS_Insights,GD,Q4 2019,29-Jan-20,13,11,24
MTS_Insights,GE,Q4 2019,29-Jan-20,12,24,36
MTS_Insights,BA,Q4 2019,29-Jan-20,11,-3,8
MTS_Insights,MA,Q4 2019,29-Jan-20,20,-8,12
MTS_Insights,T,Q4 2019,29-Jan-20,25,-1,24
MTS_Insights,MCD,Q4 2019,29-Jan-20,18,-6,12
MTS_Insights,SBUX,Q1 2020,28-Jan-20,6,-10,-4
MTS_Insights,EBAY,Q4 2019,28-Jan-20,13,19,32
MTS_Insights,AMD,Q4 2019,28-Jan-20,15,24,39
MTS_Insights,AAPL,Q1 2020,28-Jan-20,9,10,19
MTS_Insights,RTX,Q4 2019,28-Jan-20,25,22,47
MTS_Insights,TEAM,Q2 2020,23-Jan-20,10,10,20
MTS_Insights,INTC,Q4 2019,23-Jan-20,12,17,29
MTS_Insights,SWKS,Q1 2020,23-Jan-20,25,12,37
MTS_Insights,LUV,Q4 2019,23-Jan-20,13,-1,12
MTS_Insights,CMCSA,Q4 2019,23-Jan-20,25,-2,23
MTS_Insights,AAL,Q4 2019,23-Jan-20,-1,-2,-3
MTS_Insights,PG,Q2 2020,23-Jan-20,19,-6,13
MTS_Insights,JBLU,Q4 2019,23-Jan-20,-1,-3,-4
MTS_Insights,KMI,Q4 2019,22-Jan-20,-4,14,10
Canaccord_188,MDB,Q3 2022,6-Dec-21,11,-4,7
Canaccord_188,SMAR,Q3 2022,2-Dec-21,7,-4,3
Canaccord_188,VEEV,Q3 2022,1-Dec-21,-17,9,-8
Canaccord_188,OKTA,Q3 2022,1-Dec-21,19,-25,-6
Canaccord_188,ESTC,Q2 2022,1-Dec-21,17,-8,9
Canaccord_188,SNOW,Q3 2022,1-Dec-21,-3,8,5
Canaccord_188,CRM,Q3 2022,30-Nov-21,-6,11,5
Canaccord_188,PLAN,Q3 2022,23-Nov-21,19,-12,7
Canaccord_188,ADSK,Q3 2022,23-Nov-21,13,-2,11
Canaccord_188,WDAY,Q3 2022,18-Nov-21,7,-6,1
Canaccord_188,SAIL,Q3 2021,9-Nov-21,13,-12,1
Canaccord_188,EVBG,Q3 2021,9-Nov-21,21,-20,1
Canaccord_188,ONTF,Q3 2021,9-Nov-21,4,-4,0
Canaccord_188,BAND,Q3 2021,8-Nov-21,-4,-22,-26
Canaccord_188,DBX,Q3 2021,4-Nov-21,-6,-11,-17
Canaccord_188,AVLR,Q3 2021,4-Nov-21,-5,8,3
Canaccord_188,BILL,Q1 2022,4-Nov-21,-7,-16,-23
Canaccord_188,HUBS,Q3 2021,3-Nov-21,7,12,19
Canaccord_188,UPLD,Q3 2021,3-Nov-21,-8,12,4
Canaccord_188,SPT,Q3 2021,2-Nov-21,-5,8,3
Canaccord_188,TEAM,Q1 2022,28-Oct-21,17,-10,7
Canaccord_188,ZEN,Q3 2021,28-Oct-21,-7,7,0
Canaccord_188,SHOP,Q3 2021,28-Oct-21,-2,-1,-3
Canaccord_188,NOW,Q3 2021,27-Oct-21,7,-5,2
Madmoni,KFY,Q2 2022,8-Dec-21,16,15,31
Madmoni,VRA,Q3 2022,8-Dec-21,-4,-3,-7
Madmoni,THO,Q1 2022,8-Dec-21,7,7,14
Madmoni,PD,Q3 2022,7-Dec-21,11,11,22
Madmoni,PLAY,Q3 2021,7-Dec-21,16,-1,15
Madmoni,CHPT,Q3 2022,7-Dec-21,-2,9,7
Madmoni,WSM,Q3 2021,18-Nov-21,13,8,21
Madmoni,PANW,Q1 2022,18-Nov-21,6,7,13
Madmoni,KSS,Q3 2021,18-Nov-21,8,7,15
Madmoni,M,Q3 2021,18-Nov-21,6,12,18
Madmoni,CSCO,Q1 2022,17-Nov-21,16,-2,14
Madmoni,BBWI,Q3 2021,17-Nov-21,9,-1,8
Madmoni,CRMT,Q2 2022,17-Nov-21,10,5,15
Madmoni,SONO,Q4 2021,17-Nov-21,24,-1,23
Madmoni,SCVL,Q3 2021,17-Nov-21,7,8,15
Madmoni,TJX,Q3 2022,17-Nov-21,17,12,29
Madmoni,FVRR,Q3 2021,10-Nov-21,7,15,22
Madmoni,AFMD,Q3 2021,10-Nov-21,-4,6,2
Madmoni,LEVI,Q3 2021,6-Oct-21,8,-3,5
Madmoni,STZ,Q2 2022,6-Oct-21,-3,-5,-8
Madmoni,PEP,Q3 2021,5-Oct-21,6,8,14
Madmoni,BBBY,Q2 2021,30-Sep-21,-3,-2,-5
Madmoni,MLKN,Q1 2022,29-Sep-21,-1,8,7
Madmoni,TCOM,Q2 2021,23-Sep-21,7,13,20
Madmoni,NKE,Q1 2022,23-Sep-21,17,-2,15
Oppenheimer_55,COUP,Q3 2022,6-Dec-21,17,-21,-4
Oppenheimer_55,YEXT,Q3 2022,2-Dec-21,15,-25,-10
Oppenheimer_55,DOCU,Q3 2022,2-Dec-21,-21,-25,-46
Oppenheimer_55,ADSK,Q3 2022,23-Nov-21,21,-25,-4
Oppenheimer_55,MODN,Q4 2021,9-Nov-21,-25,-25,-50
Oppenheimer_55,BL,Q3 2021,4-Nov-21,11,-13,-2
Oppenheimer_55,HUBS,Q3 2021,3-Nov-21,-25,-25,-50
Oppenheimer_55,SPSC,Q3 2021,28-Oct-21,-21,-24,-45
Oppenheimer_55,ZEN,Q3 2021,28-Oct-21,-3,-7,-10
Oppenheimer_55,SHOP,Q3 2021,28-Oct-21,20,-8,12
Oppenheimer_55,COUP,Q2 2022,7-Sep-21,14,-8,6
Oppenheimer_55,YEXT,Q2 2022,2-Sep-21,-1,15,14
Oppenheimer_55,DOCU,Q2 2022,2-Sep-21,-25,-25,-50
Oppenheimer_55,ADSK,Q2 2022,25-Aug-21,13,-25,-12
Oppenheimer_55,MODN,Q3 2021,9-Aug-21,-25,-25,-50
Oppenheimer_55,BL,Q2 2021,5-Aug-21,13,-13,0
Oppenheimer_55,HUBS,Q2 2021,4-Aug-21,6,-19,-13
Oppenheimer_55,LPSN,Q2 2021,3-Aug-21,-9,-7,-16
Oppenheimer_55,SPSC,Q2 2021,29-Jul-21,-8,-9,-17
Oppenheimer_55,ZEN,Q2 2021,29-Jul-21,21,-10,11
Oppenheimer_55,SHOP,Q2 2021,28-Jul-21,6,-15,-9
Oppenheimer_55,COUP,Q1 2022,7-Jun-21,17,-11,6
Oppenheimer_55,DOCU,Q1 2022,3-Jun-21,-11,-7,-18
Oppenheimer_55,ADSK,Q1 2022,27-May-21,21,22,43
Oppenheimer_55,YEXT,Q1 2022,27-May-21,-17,17,0
Needham_26,SMAR,Q3 2022,2-Dec-21,-5,-5,-10
Needham_26,DOCU,Q3 2022,2-Dec-21,-5,-3,-8
Needham_26,VEEV,Q3 2022,1-Dec-21,-23,-25,-48
Needham_26,ZUO,Q3 2022,1-Dec-21,0,6,6
Needham_26,CRM,Q3 2022,30-Nov-21,-6,-4,-10
Needham_26,PLAN,Q3 2022,23-Nov-21,-7,-4,-11
Needham_26,WDAY,Q3 2022,18-Nov-21,-5,-6,-11
Needham_26,AXON,Q3 2021,15-Nov-21,8,-8,0
Needham_26,EVBG,Q3 2021,9-Nov-21,7,13,20
Needham_26,ONTF,Q3 2021,9-Nov-21,4,8,12
Needham_26,GLBE,Q3 2021,9-Nov-21,-15,-3,-18
Needham_26,FIVN,Q3 2021,8-Nov-21,-7,-16,-23
Needham_26,PCTY,Q1 2022,4-Nov-21,9,8,17
Needham_26,AVLR,Q3 2021,4-Nov-21,-5,-5,-10
Needham_26,BILL,Q1 2022,4-Nov-21,12,-2,10
Needham_26,CDAY,Q3 2021,3-Nov-21,-2,20,18
Needham_26,UPLD,Q3 2021,3-Nov-21,-3,11,8
Needham_26,PRO,Q3 2021,2-Nov-21,7,-4,3
Needham_26,SPT,Q3 2021,2-Nov-21,-5,-4,-9
Needham_26,SPSC,Q3 2021,28-Oct-21,-10,-1,-11
Needham_26,TYL,Q3 2021,27-Oct-21,13,9,22
Needham_26,SMAR,Q2 2022,7-Sep-21,-7,8,1
Needham_26,DOCU,Q2 2022,2-Sep-21,-7,-8,-15
Needham_26,MDLA,Q2 2022,2-Sep-21,10,9,19
Needham_26,VEEV,Q2 2022,1-Sep-21,-25,-22,-47
Analyst_4678270,IMAX,Q1 2019,26-Apr-19,0,-1,-1
Analyst_4678270,SKYW,Q1 2019,25-Apr-19,5,-6,-1
Analyst_4678270,BOOM,Q1 2019,25-Apr-19,10,-1,9
Analyst_4678270,SPSC,Q1 2019,25-Apr-19,-4,-5,-9
Canaccord_96,AZPN,Q4 2020,12-Aug-20,19,23,42
Canaccord_96,AZPN,Q3 2020,6-May-20,-7,-8,-15
Canaccord_96,VEEV,Q4 2020,3-Mar-20,-18,-17,-35
Canaccord_96,BNFT,Q4 2019,3-Mar-20,22,-11,11
Canaccord_96,QTWO,Q4 2019,19-Feb-20,9,-7,2
Canaccord_96,SPSC,Q4 2019,13-Feb-20,-25,-25,-50
Canaccord_96,SHOP,Q4 2019,12-Feb-20,12,-19,-7
Canaccord_96,ZEN,Q4 2019,6-Feb-20,-6,-25,-31
Canaccord_96,PAYC,Q4 2019,5-Feb-20,14,-25,-11
Canaccord_96,AZPN,Q2 2020,29-Jan-20,14,15,29
