analyst_id,ticker,f_quarter,reported,eps_points,revenue_points,total_points
Analyst_397314,GDOT,Q3 2019,7-Nov-19,-4,-8,-12
Analyst_397314,PCG,Q3 2019,7-Nov-19,-4,-1,-5
Analyst_397314,BIDU,Q3 2019,6-Nov-19,11,-1,10
Analyst_397314,GLUU,Q3 2019,6-Nov-19,13,-5,8
Analyst_397314,RP,Q3 2019,6-Nov-19,-6,19,13
Analyst_397314,FISV,Q3 2019,6-Nov-19,-8,19,11
Analyst_397314,ANSS,Q3 2019,6-Nov-19,7,9,16
Analyst_397314,FLT,Q3 2019,6-Nov-19,7,25,32
Analyst_397314,QCOM,Q4 2019,6-Nov-19,17,17,34
Analyst_397314,GDDY,Q3 2019,6-Nov-19,-3,-1,-4
Analyst_397314,TLND,Q3 2019,6-Nov-19,10,9,19
Analyst_397314,NKTR,Q3 2019,6-Nov-19,10,20,30
Analyst_397314,TRIP,Q3 2019,6-Nov-19,12,-4,8
Analyst_397314,LUMN,Q3 2019,6-Nov-19,18,-4,14
Analyst_397314,SQ,Q3 2019,6-Nov-19,7,7,14
Analyst_397314,ROKU,Q3 2019,6-Nov-19,-5,-6,-11
Analyst_397314,BAND,Q3 2019,6-Nov-19,10,17,27
Analyst_397314,SAIL,Q3 2019,6-Nov-19,-7,-6,-13
Analyst_397314,NYT,Q3 2019,6-Nov-19,25,-1,24
Analyst_3642898,AAP,Q1 2020,19-May-20,-7,-25,-32
Analyst_3642898,AAP,Q4 2019,18-Feb-20,10,-9,1
Analyst_3642898,AAP,Q3 2019,12-Nov-19,-2,17,15
Analyst_3642898,AAP,Q2 2019,13-Aug-19,-4,-16,-20
mebrantley2,DPZ,Q3 2021,14-Oct-21,-18,-6,-24
mebrantley2,PYPL,Q4 2020,3-Feb-21,-9,-25,-34
mebrantley2,COST,Q2 2020,5-Mar-20,20,24,44
mebrantley2,JWN,Q4 2019,3-Mar-20,-4,-7,-11
mebrantley2,UBER,Q4 2019,6-Feb-20,25,-3,22
mebrantley2,TPR,Q2 2020,6-Feb-20,10,21,31
mebrantley2,SBUX,Q1 2020,28-Jan-20,25,-12,13
mebrantley2,NFLX,Q4 2019,21-Jan-20,8,23,31
mebrantley2,LULU,Q3 2019,11-Dec-19,14,17,31
mebrantley2,AEO,Q3 2019,11-Dec-19,-3,-6,-9
mebrantley2,JWN,Q3 2019,21-Nov-19,-5,20,15
mebrantley2,TGT,Q3 2019,20-Nov-19,12,11,23
mebrantley2,TJX,Q3 2020,19-Nov-19,-3,-3,-6
mebrantley2,NVDA,Q3 2020,14-Nov-19,-3,11,8
mebrantley2,WMT,Q3 2020,14-Nov-19,21,-4,17
mebrantley2,PINS,Q3 2019,31-Oct-19,15,-5,10
mebrantley2,W,Q3 2019,31-Oct-19,-1,-6,-7
mebrantley2,FB,Q3 2019,30-Oct-19,14,13,27
mebrantley2,AAPL,Q4 2019,30-Oct-19,11,18,29
mebrantley2,SNAP,Q3 2019,22-Oct-19,25,-3,22
mebrantley2,KR,Q2 2019,12-Sep-19,10,-4,6
mebrantley2,PLAY,Q2 2019,10-Sep-19,12,-4,8
mebrantley2,LULU,Q2 2019,5-Sep-19,15,9,24
mebrantley2,AEO,Q2 2019,4-Sep-19,13,17,30
mebrantley2,ULTA,Q2 2019,29-Aug-19,-4,-5,-9
Wx_Torn,NVDA,Q3 2022,17-Nov-21,-4,13,9
Wx_Torn,CSCO,Q1 2022,17-Nov-21,-21,-9,-30
Wx_Torn,TGT,Q3 2021,17-Nov-21,-11,18,7
Wx_Torn,LOW,Q3 2021,17-Nov-21,24,12,36
Wx_Torn,TJX,Q3 2022,17-Nov-21,20,24,44
Wx_Torn,WMT,Q3 2022,16-Nov-21,-25,13,-12
Wx_Torn,HD,Q3 2021,16-Nov-21,17,24,41
Wx_Torn,ELY,Q3 2021,9-Nov-21,-21,-3,-24
Wx_Torn,BNTX,Q3 2021,9-Nov-21,21,11,32
Wx_Torn,FTNT,Q3 2021,4-Nov-21,-10,9,-1
Wx_Torn,SQ,Q3 2021,4-Nov-21,-11,-4,-15
Wx_Torn,MRNA,Q3 2021,4-Nov-21,-5,-3,-8
Wx_Torn,V,Q4 2021,26-Oct-21,25,17,42
Wx_Torn,TWTR,Q3 2021,26-Oct-21,-3,-3,-6
Wx_Torn,MSFT,Q1 2022,26-Oct-21,23,18,41
Wx_Torn,GOOGL,Q3 2021,26-Oct-21,20,16,36
Wx_Torn,AMD,Q3 2021,26-Oct-21,11,19,30
Wx_Torn,INTC,Q3 2021,21-Oct-21,10,-2,8
Wx_Torn,UNP,Q3 2021,21-Oct-21,-16,10,-6
Wx_Torn,IBM,Q3 2021,20-Oct-21,-4,-6,-10
Wx_Torn,LRCX,Q1 2022,20-Oct-21,-2,-5,-7
Wx_Torn,KALU,Q3 2021,20-Oct-21,-4,-3,-7
Wx_Torn,TSLA,Q3 2021,20-Oct-21,-6,-4,-10
Wx_Torn,KSU,Q3 2021,19-Oct-21,-3,8,5
Wx_Torn,PNC,Q3 2021,15-Oct-21,-6,10,4
R_C12R,FIVE,Q3 2021,1-Dec-21,9,8,17
R_C12R,AZN,Q3 2021,12-Nov-21,-2,-5,-7
R_C12R,BYND,Q3 2021,10-Nov-21,-4,-6,-10
R_C12R,AMC,Q3 2021,8-Nov-21,20,19,39
R_C12R,LMND,Q3 2021,8-Nov-21,16,12,28
R_C12R,ERJ,Q3 2021,5-Nov-21,-7,-3,-10
R_C12R,DKNG,Q3 2021,5-Nov-21,-4,-7,-11
R_C12R,OXY,Q3 2021,4-Nov-21,16,14,30
R_C12R,APA,Q3 2021,3-Nov-21,-1,8,7
R_C12R,ROKU,Q3 2021,3-Nov-21,11,-4,7
R_C12R,LSCC,Q3 2021,2-Nov-21,11,10,21
R_C12R,PFE,Q3 2021,2-Nov-21,11,13,24
R_C12R,ON,Q3 2021,1-Nov-21,9,19,28
R_C12R,X,Q3 2021,28-Oct-21,17,19,36
R_C12R,CX,Q3 2021,28-Oct-21,-4,22,18
R_C12R,F,Q3 2021,27-Oct-21,9,-5,4
R_C12R,GM,Q3 2021,27-Oct-21,8,-5,3
R_C12R,AMD,Q3 2021,26-Oct-21,18,23,41
R_C12R,LOGI,Q2 2022,25-Oct-21,-8,13,5
R_C12R,SLB,Q3 2021,22-Oct-21,-2,16,14
R_C12R,SXT,Q3 2021,15-Oct-21,10,10,20
R_C12R,KMX,Q2 2022,30-Sep-21,-7,19,12
R_C12R,MU,Q4 2021,28-Sep-21,19,-3,16
R_C12R,CCL,Q3 2021,24-Sep-21,-2,20,18
R_C12R,PRGS,Q3 2021,23-Sep-21,10,10,20
JBBOEVE,WSM,Q4 2019,18-Mar-20,-3,-3,-6
JBBOEVE,MAR,Q4 2019,26-Feb-20,-5,11,6
JBBOEVE,SQ,Q4 2019,26-Feb-20,10,-5,5
JBBOEVE,HD,Q4 2019,25-Feb-20,-5,-1,-6
JBBOEVE,DDS,Q4 2019,25-Feb-20,9,11,20
JBBOEVE,UNVR,Q4 2019,25-Feb-20,-3,-3,-6
JBBOEVE,M,Q4 2019,25-Feb-20,-4,-1,-5
JBBOEVE,RCII,Q4 2019,24-Feb-20,-1,13,12
JBBOEVE,INTU,Q2 2020,24-Feb-20,-4,-4,-8
JBBOEVE,TREX,Q4 2019,24-Feb-20,-5,-6,-11
JBBOEVE,HTZ,Q4 2019,24-Feb-20,22,15,37
JBBOEVE,PANW,Q2 2020,24-Feb-20,-2,11,9
JBBOEVE,AWI,Q4 2019,24-Feb-20,-4,-5,-9
JBBOEVE,DE,Q1 2020,21-Feb-20,7,-3,4
JBBOEVE,ATR,Q4 2019,20-Feb-20,20,17,37
JBBOEVE,FSLR,Q4 2019,20-Feb-20,-4,-4,-8
JBBOEVE,ENV,Q4 2019,20-Feb-20,-4,18,14
JBBOEVE,ZS,Q2 2020,20-Feb-20,-6,-5,-11
JBBOEVE,HRL,Q1 2020,20-Feb-20,-2,-3,-5
JBBOEVE,DPZ,Q4 2019,20-Feb-20,-4,-4,-8
JBBOEVE,GRPN,Q4 2019,18-Feb-20,-4,-6,-10
JBBOEVE,NVDA,Q4 2020,13-Feb-20,-2,-4,-6
JBBOEVE,RNG,Q4 2019,10-Feb-20,-2,-4,-6
JBBOEVE,ABBV,Q4 2019,7-Feb-20,20,-1,19
JBBOEVE,MSI,Q4 2019,6-Feb-20,7,-2,5
Analyst_4139725,AAP,Q3 2019,12-Nov-19,-2,11,9
Analyst_9052899,GOOGL,Q1 2020,28-Apr-20,-7,-4,-11
Analyst_9052899,GOOGL,Q4 2019,3-Feb-20,-4,24,20
Analyst_9052899,RTN,Q4 2019,30-Jan-20,-6,23,17
Analyst_9052899,AAP,Q3 2019,12-Nov-19,-3,23,20
Analyst_9052899,AAPL,Q4 2019,30-Oct-19,-9,-12,-21
Proximilar,APTV,Q1 2020,5-May-20,9,-25,-16
Proximilar,HQY,Q4 2020,16-Mar-20,-3,-1,-4
Proximilar,BE,Q4 2019,16-Mar-20,-3,9,6
Proximilar,CYOU,Q4 2019,9-Mar-20,9,9,18
Proximilar,SOHU,Q4 2019,9-Mar-20,-3,-4,-7
Proximilar,TGTX,Q4 2019,3-Mar-20,23,-6,17
Proximilar,SPR,Q4 2019,28-Feb-20,9,-2,7
Proximilar,AXDX,Q4 2019,27-Feb-20,-4,14,10
Proximilar,AEP,Q4 2019,20-Feb-20,18,14,32
Proximilar,TEN,Q4 2019,20-Feb-20,-3,9,6
Proximilar,MD,Q4 2019,20-Feb-20,-4,18,14
Proximilar,TRGP,Q4 2019,20-Feb-20,-3,-8,-11
Proximilar,LKQ,Q4 2019,20-Feb-20,25,25,50
Proximilar,TXMD,Q4 2019,20-Feb-20,25,12,37
Proximilar,SO,Q4 2019,20-Feb-20,-4,13,9
Proximilar,HSIC,Q4 2019,20-Feb-20,14,-1,13
Proximilar,CDE,Q4 2019,19-Feb-20,-2,-1,-3
Proximilar,PXD,Q4 2019,19-Feb-20,13,9,22
Proximilar,HNI,Q4 2019,19-Feb-20,15,14,29
Proximilar,NVTA,Q4 2019,19-Feb-20,25,-3,22
Proximilar,XEC,Q4 2019,19-Feb-20,-2,-4,-6
Proximilar,STMP,Q4 2019,19-Feb-20,10,12,22
Proximilar,SM,Q4 2019,19-Feb-20,9,-3,6
Proximilar,OGS,Q4 2019,19-Feb-20,25,17,42
Proximilar,ES,Q4 2019,19-Feb-20,-4,8,4
Analyst_2777191,TSLA,Q1 2021,26-Apr-21,14,-1,13
Analyst_2777191,SNAP,Q1 2021,22-Apr-21,8,-4,4
Analyst_2777191,CMG,Q1 2021,21-Apr-21,-2,-2,-4
Analyst_2777191,SNAP,Q4 2020,4-Feb-21,-8,-7,-15
Analyst_2777191,CMG,Q4 2020,2-Feb-21,14,-2,12
Analyst_2777191,M,Q3 2020,19-Nov-20,9,24,33
Analyst_2777191,UAA,Q3 2020,30-Oct-20,-5,-4,-9
Analyst_2777191,LUV,Q3 2020,22-Oct-20,16,21,37
Analyst_2777191,CMG,Q3 2020,21-Oct-20,-9,-25,-34
Analyst_2777191,TSLA,Q3 2020,21-Oct-20,13,-4,9
Analyst_2777191,SNAP,Q3 2020,20-Oct-20,7,-4,3
Analyst_2777191,CCL,Q3 2020,8-Oct-20,-1,-1,-2
Analyst_2777191,CAG,Q1 2021,1-Oct-20,9,19,28
Analyst_2777191,PEP,Q3 2020,1-Oct-20,8,11,19
Analyst_2777191,TCOM,Q2 2020,24-Sep-20,12,-3,9
Analyst_2777191,MTN,Q4 2020,24-Sep-20,18,19,37
Analyst_2777191,COST,Q4 2020,24-Sep-20,11,-3,8
Analyst_2777191,DRI,Q1 2021,24-Sep-20,-4,19,15
Analyst_2777191,BB,Q2 2021,24-Sep-20,9,11,20
Analyst_2777191,NKE,Q1 2021,22-Sep-20,-4,-4,-8
Analyst_2777191,SFIX,Q4 2020,22-Sep-20,-3,-8,-11
Analyst_2777191,ADBE,Q3 2020,15-Sep-20,10,9,19
Analyst_2777191,ZUMZ,Q2 2020,10-Sep-20,-3,-4,-7
Analyst_2777191,ORCL,Q1 2021,10-Sep-20,10,9,19
Analyst_2777191,PTON,Q4 2020,10-Sep-20,-4,-2,-6
Roth_36,HEXO,Q4 2021,29-Oct-21,11,21,32
Roth_36,TLRY,Q1 2022,7-Oct-21,12,-9,3
Roth_36,TLRY,Q4 2021,28-Jul-21,11,9,20
Roth_36,HEXO,Q3 2021,14-Jun-21,12,-8,4
Roth_36,TLRY,Q3 2021,10-May-21,-4,-4,-8
willgott,DDD,Q3 2021,8-Nov-21,-6,-6,-12
willgott,BILL,Q1 2022,4-Nov-21,-3,-2,-5
willgott,FB,Q3 2021,25-Oct-21,-1,-1,-2
willgott,SNAP,Q3 2021,21-Oct-21,-5,15,10
willgott,INTC,Q3 2021,21-Oct-21,-4,20,16
willgott,JWN,Q2 2021,24-Aug-21,-4,-3,-7
willgott,GT,Q2 2021,6-Aug-21,-5,-10,-15
willgott,MRNA,Q2 2021,5-Aug-21,14,-1,13
willgott,GPI,Q2 2021,29-Jul-21,-2,-3,-5
willgott,MSFT,Q4 2021,27-Jul-21,6,-4,2
willgott,AAPL,Q3 2021,27-Jul-21,-4,-4,-8
willgott,AMD,Q2 2021,27-Jul-21,-5,-3,-8
willgott,UAA,Q1 2021,4-May-21,8,7,15
willgott,THC,Q1 2021,20-Apr-21,8,16,24
willgott,GME,Q4 2020,23-Mar-21,-1,-1,-2
willgott,AMC,Q4 2020,10-Mar-21,-1,-1,-2
willgott,NIO,Q4 2020,1-Mar-21,-3,21,18
willgott,FSLY,Q4 2020,17-Feb-21,-3,-1,-4
willgott,PLTR,Q4 2020,16-Feb-21,-7,-5,-12
willgott,DIS,Q1 2021,11-Feb-21,8,14,22
willgott,TWTR,Q4 2020,9-Feb-21,-6,-3,-9
willgott,PYPL,Q4 2020,3-Feb-21,-9,-2,-11
willgott,SBUX,Q1 2021,26-Jan-21,-5,14,9
willgott,AMD,Q4 2020,26-Jan-21,-3,11,8
willgott,GME,Q3 2020,8-Dec-20,-3,-2,-5
Analyst_4496393,TLRY,Q1 2019,13-Nov-18,12,-9,3
Analyst_1597357,TLRY,Q1 2019,13-Nov-18,12,24,36
JCL_Test,PENN,Q4 2018,7-Feb-19,-9,24,15
JCL_Test,BABA,Q3 2019,30-Jan-19,19,-2,17
JCL_Test,BAC,Q4 2018,16-Jan-19,-9,9,0
JCL_Test,MPAA,Q2 2019,8-Jan-19,12,-3,9
JCL_Test,NKE,Q2 2019,20-Dec-18,14,13,27
JCL_Test,BB,Q3 2019,20-Dec-18,14,8,22
JCL_Test,ORCL,Q2 2019,17-Dec-18,14,23,37
JCL_Test,COST,Q1 2019,13-Dec-18,-2,11,9
JCL_Test,ADBE,Q4 2018,13-Dec-18,25,19,44
JCL_Test,LULU,Q3 2018,6-Dec-18,14,18,32
JCL_Test,HDSN,Q3 2018,5-Dec-18,2,-2,0
JCL_Test,AMBA,Q3 2019,29-Nov-18,12,-1,11
JCL_Test,SINA,Q3 2018,28-Nov-18,8,-1,7
JCL_Test,WB,Q3 2018,28-Nov-18,-1,21,20
JCL_Test,DE,Q4 2018,21-Nov-18,11,14,25
JCL_Test,GPS,Q3 2018,20-Nov-18,25,11,36
JCL_Test,FL,Q3 2018,20-Nov-18,14,-5,9
JCL_Test,KSS,Q3 2018,20-Nov-18,21,25,46
JCL_Test,BBY,Q3 2019,20-Nov-18,9,25,34
JCL_Test,TJX,Q3 2019,20-Nov-18,15,10,25
JCL_Test,TGT,Q3 2018,20-Nov-18,-1,-1,-2
JCL_Test,LOW,Q3 2018,20-Nov-18,12,-6,6
JCL_Test,NM,Q3 2018,20-Nov-18,9,13,22
JCL_Test,CPB,Q1 2019,20-Nov-18,-3,-1,-4
JCL_Test,HRL,Q4 2018,20-Nov-18,10,15,25
kingfeade5,AMZN,Q4 2018,31-Jan-19,15,16,31
kingfeade5,TXN,Q4 2018,23-Jan-19,-6,-4,-10
kingfeade5,TLRY,Q1 2019,13-Nov-18,12,-9,3
Analyst_6834198,STZ,Q4 2020,3-Apr-20,11,12,23
Analyst_6834198,REAL,Q4 2019,25-Feb-20,-10,-3,-13
Analyst_6834198,ARWR,Q1 2020,5-Feb-20,-3,-3,-6
Analyst_6834198,VMW,Q3 2020,26-Nov-19,-4,-5,-9
Analyst_6834198,NVDA,Q3 2020,14-Nov-19,-6,13,7
Analyst_6834198,SQ,Q3 2019,6-Nov-19,10,8,18
Analyst_6834198,ROKU,Q3 2019,6-Nov-19,15,23,38
Analyst_6834198,REAL,Q3 2019,4-Nov-19,11,9,20
Analyst_6834198,FB,Q3 2019,30-Oct-19,11,11,22
Analyst_6834198,SHOP,Q3 2019,29-Oct-19,17,12,29
Analyst_6834198,PYPL,Q3 2019,23-Oct-19,2,10,12
Analyst_6834198,TER,Q3 2019,22-Oct-19,8,6,14
Analyst_6834198,ZS,Q4 2019,10-Sep-19,11,12,23
Analyst_6834198,MDB,Q2 2020,4-Sep-19,25,11,36
Analyst_6834198,ULTA,Q2 2019,29-Aug-19,-2,-2,-4
Analyst_6834198,CRM,Q2 2020,22-Aug-19,10,11,21
Analyst_6834198,SPLK,Q2 2020,21-Aug-19,8,9,17
Analyst_6834198,NVDA,Q2 2020,15-Aug-19,-3,20,17
Analyst_6834198,TTD,Q2 2019,8-Aug-19,13,22,35
Analyst_6834198,DIS,Q3 2019,6-Aug-19,-3,-3,-6
Analyst_6834198,QCOM,Q3 2019,31-Jul-19,20,-3,17
Analyst_6834198,LHX,Q2 2019,31-Jul-19,18,14,32
Analyst_6834198,AMD,Q2 2019,30-Jul-19,-1,-1,-2
Analyst_6834198,AMZN,Q2 2019,25-Jul-19,-5,17,12
Analyst_6834198,GOOGL,Q2 2019,25-Jul-19,12,24,36
Fer_Aldana,OMC,Q2 2020,28-Jul-20,15,-2,13
Fer_Aldana,NFLX,Q2 2020,16-Jul-20,11,-3,8
Fer_Aldana,CNK,Q1 2020,3-Jun-20,-3,-2,-5
Fer_Aldana,UAA,Q1 2020,11-May-20,-3,-2,-5
Fer_Aldana,TAST,Q1 2020,7-May-20,19,-4,15
Fer_Aldana,WYNN,Q1 2020,6-May-20,-4,-4,-8
Fer_Aldana,DNKN,Q1 2020,30-Apr-20,10,13,23
Fer_Aldana,MO,Q1 2020,30-Apr-20,-4,9,5
Fer_Aldana,TECH,Q3 2020,30-Apr-20,9,17,26
Fer_Aldana,IMAX,Q1 2020,30-Apr-20,-3,-2,-5
Fer_Aldana,CHDN,Q1 2020,29-Apr-20,-3,-4,-7
Fer_Aldana,OLN,Q1 2020,29-Apr-20,-3,13,10
Fer_Aldana,GD,Q1 2020,29-Apr-20,-4,-4,-8
Fer_Aldana,BYD,Q1 2020,28-Apr-20,-3,-4,-7
Fer_Aldana,HOG,Q1 2020,28-Apr-20,-3,10,7
Fer_Aldana,PEP,Q1 2020,28-Apr-20,15,13,28
Fer_Aldana,KDP,Q1 2020,27-Apr-20,15,-6,9
Fer_Aldana,HSY,Q1 2020,23-Apr-20,-6,-5,-11
Fer_Aldana,DPZ,Q1 2020,23-Apr-20,9,-1,8
Fer_Aldana,SAM,Q1 2020,22-Apr-20,-3,-3,-6
Fer_Aldana,LVS,Q1 2020,22-Apr-20,-3,-3,-6
Fer_Aldana,IPG,Q1 2020,22-Apr-20,-25,25,0
Fer_Aldana,NFLX,Q1 2020,21-Apr-20,-3,21,18
Fer_Aldana,PM,Q1 2020,21-Apr-20,19,10,29
Fer_Aldana,KO,Q1 2020,21-Apr-20,11,21,32
TraderJoe,TWTR,Q3 2021,26-Oct-21,-3,-4,-7
TraderJoe,JBLU,Q3 2021,26-Oct-21,18,23,41
TraderJoe,AMZN,Q1 2020,30-Apr-20,-2,15,13
TraderJoe,TLRY,Q1 2019,13-Nov-18,12,-3,9
TraderJoe,AMZN,Q3 2018,25-Oct-18,9,-1,8
TraderJoe,ELLI,Q3 2018,25-Oct-18,11,-4,7
TraderJoe,TWTR,Q3 2018,25-Oct-18,10,9,19
TraderJoe,MCD,Q3 2018,23-Oct-18,8,6,14
TraderJoe,JBLU,Q3 2018,23-Oct-18,-2,23,21
TraderJoe,DAL,Q3 2018,11-Oct-18,25,-18,7
TraderJoe,ULTA,Q2 2018,30-Aug-18,21,-5,16
TraderJoe,AMZN,Q1 2018,26-Apr-18,9,18,27
TraderJoe,AAPL,Q3 2017,1-Aug-17,20,22,42
TraderJoe,AMZN,Q2 2017,27-Jul-17,-3,24,21
TraderJoe,SWBI,Q4 2017,29-Jun-17,13,11,24
TraderJoe,SNAP,Q1 2017,10-May-17,-3,-2,-5
TraderJoe,SHAK,Q1 2017,4-May-17,14,8,22
TraderJoe,FB,Q1 2017,3-May-17,9,17,26
TraderJoe,AAPL,Q2 2017,2-May-17,10,-5,5
TraderJoe,ELLI,Q1 2017,27-Apr-17,21,-16,5
TraderJoe,SONC,Q2 2017,28-Mar-17,-3,15,12
TraderJoe,RHT,Q4 2017,27-Mar-17,-4,17,13
TraderJoe,ADBE,Q1 2017,16-Mar-17,14,13,27
TraderJoe,ULTA,Q4 2016,9-Mar-17,14,19,33
TraderJoe,LHCG,Q4 2016,8-Mar-17,-13,-13,-26
Analyst_5046485,TLRY,Q1 2019,13-Nov-18,-3,24,21
Analyst_589894,TLRY,Q1 2019,13-Nov-18,-3,23,20
DrTsunamy,NTNX,Q4 2019,28-Aug-19,-25,-25,-50
DrTsunamy,TLRY,Q4 2019,13-Aug-19,-12,-15,-27
DrTsunamy,NTNX,Q3 2019,30-May-19,-25,-11,-36
DrTsunamy,TLRY,Q3 2019,14-May-19,-16,16,0
DrTsunamy,TLRY,Q2 2019,18-Mar-19,-4,16,12
Analyst_4032815,TSLA,Q4 2018,30-Jan-19,-11,-11,-22
Analyst_4032815,TLRY,Q1 2019,13-Nov-18,-3,-1,-4
Analyst_4943094,TLRY,Q1 2019,13-Nov-18,-3,23,20
Analyst_8178497,TLRY,Q1 2019,13-Nov-18,-3,23,20
Analyst_8893876,TLRY,Q1 2019,13-Nov-18,-3,-1,-4
Analyst_3923486,TLRY,Q1 2019,13-Nov-18,-3,24,21
coolraz,TLRY,Q4 2020,10-Aug-20,-4,-5,-9
coolraz,ATRC,Q1 2020,29-Apr-20,-8,13,5
coolraz,NFLX,Q1 2020,21-Apr-20,-12,-1,-13
coolraz,JPM,Q1 2020,14-Apr-20,-6,-18,-24
coolraz,TLRY,Q4 2019,13-Aug-19,-6,-11,-17
Analyst_3738745,TLRY,Q1 2019,13-Nov-18,-3,-25,-28
mrosario211,PENN,Q3 2020,29-Oct-20,20,21,41
mrosario211,TWTR,Q4 2019,6-Feb-20,-8,-11,-19
mrosario211,TSLA,Q3 2019,23-Oct-19,-4,-2,-6
mrosario211,BBY,Q2 2020,29-Aug-19,-8,19,11
mrosario211,SQ,Q2 2019,1-Aug-19,10,10,20
mrosario211,EA,Q1 2020,30-Jul-19,10,25,35
mrosario211,BYND,Q2 2019,29-Jul-19,11,9,20
mrosario211,TWTR,Q2 2019,26-Jul-19,-2,25,23
mrosario211,TSLA,Q2 2019,24-Jul-19,-2,-1,-3
mrosario211,SNAP,Q2 2019,23-Jul-19,18,10,28
mrosario211,ATVI,Q1 2019,2-May-19,-5,-8,-13
mrosario211,SQ,Q4 2018,27-Feb-19,-6,19,13
mrosario211,FIT,Q4 2018,27-Feb-19,-5,-7,-12
mrosario211,BBY,Q4 2019,27-Feb-19,11,24,35
mrosario211,SHAK,Q4 2018,25-Feb-19,25,8,33
mrosario211,YELP,Q4 2018,13-Feb-19,-1,16,15
mrosario211,ATVI,Q4 2018,12-Feb-19,-2,10,8
mrosario211,TWTR,Q4 2018,7-Feb-19,20,14,34
mrosario211,GPRO,Q4 2018,6-Feb-19,21,-4,17
mrosario211,SNAP,Q4 2018,5-Feb-19,12,14,26
mrosario211,AAPL,Q1 2019,29-Jan-19,-1,23,22
mrosario211,BBBY,Q3 2018,9-Jan-19,-2,-3,-5
mrosario211,STZ,Q3 2019,9-Jan-19,7,7,14
mrosario211,MU,Q1 2019,18-Dec-18,-1,-8,-9
mrosario211,TLRY,Q1 2019,13-Nov-18,-3,-1,-4
Analyst_4664093,TLRY,Q1 2019,13-Nov-18,-3,-25,-28
Analyst_4782037,YY,Q2 2019,13-Aug-19,-10,-25,-35
Analyst_4782037,ORCL,Q4 2019,19-Jun-19,9,-3,6
Analyst_4782037,SWBI,Q4 2019,19-Jun-19,8,8,16
Analyst_4782037,WGO,Q3 2019,19-Jun-19,9,-2,7
Analyst_4782037,ADBE,Q2 2019,18-Jun-19,-5,-4,-9
Analyst_4782037,CASY,Q4 2019,10-Jun-19,7,-2,5
Analyst_4782037,DY,Q1 2020,21-May-19,-5,9,4
Analyst_4782037,HAIN,Q3 2019,9-May-19,-1,-2,-3
Analyst_4782037,ETSY,Q1 2019,8-May-19,0,-1,-1
Analyst_4782037,IAC,Q1 2019,8-May-19,5,13,18
Analyst_4782037,GDOT,Q1 2019,8-May-19,6,-3,3
Analyst_4782037,SGMS,Q1 2019,7-May-19,10,-1,9
Analyst_4782037,LOPE,Q1 2019,7-May-19,-5,-2,-7
Analyst_4782037,MYGN,Q3 2019,7-May-19,0,15,15
Analyst_4782037,JAZZ,Q1 2019,7-May-19,-4,-3,-7
Analyst_4782037,VECO,Q1 2019,6-May-19,-3,-1,-4
Analyst_4782037,ITRI,Q1 2019,6-May-19,8,-3,5
Analyst_4782037,CBT,Q2 2019,6-May-19,25,9,34
Analyst_4782037,ZTS,Q1 2019,2-May-19,7,18,25
Analyst_4782037,W,Q1 2019,2-May-19,-1,11,10
Analyst_4782037,ASH,Q2 2019,30-Apr-19,16,-1,15
Analyst_4782037,ACHC,Q1 2019,30-Apr-19,-2,-4,-6
Analyst_4782037,VRTX,Q1 2019,30-Apr-19,8,-1,7
Analyst_4782037,CXO,Q1 2019,30-Apr-19,-1,-5,-6
Analyst_4782037,PSX,Q1 2019,30-Apr-19,22,16,38
wjbuckner,TSLA,Q4 2020,27-Jan-21,-3,20,17
wjbuckner,AAPL,Q1 2021,27-Jan-21,10,10,20
wjbuckner,FSLY,Q2 2020,5-Aug-20,-6,11,5
wjbuckner,GOOGL,Q2 2020,30-Jul-20,-4,-2,-6
wjbuckner,AAPL,Q3 2020,30-Jul-20,-5,-5,-10
wjbuckner,KHC,Q2 2020,30-Jul-20,10,19,29
wjbuckner,BA,Q2 2020,29-Jul-20,-2,-1,-3
wjbuckner,ALGN,Q2 2020,22-Jul-20,-2,-2,-4
wjbuckner,TSLA,Q2 2020,22-Jul-20,-5,-5,-10
wjbuckner,IRBT,Q2 2020,21-Jul-20,9,11,20
wjbuckner,NFLX,Q2 2020,16-Jul-20,-3,18,15
wjbuckner,DAL,Q2 2020,14-Jul-20,20,-1,19
wjbuckner,LEVI,Q2 2020,7-Jul-20,-3,-4,-7
wjbuckner,PAYX,Q4 2020,7-Jul-20,-3,-1,-4
wjbuckner,LYFT,Q1 2019,7-May-19,9,9,18
wjbuckner,NVDA,Q4 2019,14-Feb-19,25,-1,24
wjbuckner,AMAT,Q1 2019,14-Feb-19,22,21,43
wjbuckner,TWLO,Q4 2018,12-Feb-19,-6,12,6
wjbuckner,AMD,Q4 2018,29-Jan-19,25,21,46
wjbuckner,AAPL,Q1 2019,29-Jan-19,-1,-1,-2
wjbuckner,WHR,Q4 2018,28-Jan-19,-4,24,20
wjbuckner,INTC,Q4 2018,24-Jan-19,16,-3,13
wjbuckner,URI,Q4 2018,23-Jan-19,17,9,26
wjbuckner,NFLX,Q4 2018,17-Jan-19,25,-2,23
wjbuckner,DAL,Q4 2018,15-Jan-19,21,-2,19
androsForm,SQ,Q2 2019,1-Aug-19,10,11,21
androsForm,PINS,Q2 2019,1-Aug-19,0,-3,-3
