analyst_id,ticker,reports,quarters,points,pts_est,error_rate,accuracy
Analyst_7986085,GRUB,Dec-10,7.00,-35.00,-5.00,0.11,0.24
Analyst_7986085,ULTA,Mar-10,7.00,30.00,4.30,0.02,0.53
Analyst_7986085,COUP,Mar-14,6.00,134.00,22.30,0.32,0.69
Analyst_7986085,EA,Feb-01,6.00,-73.00,-12.20,0.18,0.18
alex86881124,SEAS,Mar-01,1.00,7.00,7.00,0.09,0.55
alex86881124,ETSY,Mar-01,1.00,-5.00,-5.00,0.07,0.66
alex86881124,VG,Feb-23,1.00,1.00,1.00,0.27,0.06
alex86881124,ROKU,Feb-24,1.00,-10.00,-10.00,0.56,0.16
ktxmatrix,BB,Dec-16,2.00,8.00,4.00,0.22,0.19
ktxmatrix,ETSY,Mar-01,2.00,-15.00,-7.50,0.30,0.20
ktxmatrix,ADBE,Dec-16,1.00,2.00,2.00,0.04,0.39
defjam,ANET,Feb-17,15.00,286.00,19.10,0.06,0.63
defjam,CYBR,Feb-10,14.00,221.00,15.80,0.11,0.54
defjam,LULU,Dec-09,14.00,226.00,16.10,0.06,0.63
defjam,SKX,Feb-10,13.00,76.00,5.80,0.15,0.59
defjam,MU,Dec-20,12.00,158.00,13.20,0.06,0.58
defjam,NFLX,Jan-18,12.00,223.00,18.60,0.08,0.70
defjam,CSCO,Feb-16,12.00,256.00,21.30,0.01,0.68
defjam,ULTA,Mar-10,12.00,86.00,7.20,0.07,0.55
defjam,TWTR,Feb-10,12.00,192.00,16.00,0.13,0.62
defjam,NKE,Dec-20,11.00,176.00,16.00,0.05,0.58
defjam,THO,Mar-07,11.00,117.00,10.60,0.12,0.65
defjam,URBN,Mar-08,11.00,16.00,1.50,0.08,0.49
defjam,AAPL,Feb-01,11.00,226.00,20.50,0.04,0.64
defjam,SNAP,Feb-08,10.00,70.00,7.00,0.28,0.46
defjam,BBY,Mar-02,10.00,173.00,17.30,0.06,0.66
defjam,AKAM,Feb-15,10.00,249.00,24.90,0.03,0.67
defjam,AMBA,Mar-03,9.00,172.00,19.10,0.09,0.63
defjam,ROKU,Feb-24,8.00,117.00,14.60,0.23,0.60
defjam,JNPR,Feb-01,8.00,64.00,8.00,0.04,0.49
defjam,CIEN,Dec-09,8.00,70.00,8.80,0.09,0.49
defjam,M,Feb-22,8.00,27.00,3.40,0.30,0.50
defjam,ETSY,Mar-01,8.00,60.00,7.50,0.20,0.52
defjam,ALGN,Feb-03,8.00,151.00,18.90,0.08,0.64
defjam,PANW,Mar-01,8.00,88.00,11.00,0.04,0.53
defjam,WGO,Dec-17,8.00,144.00,18.00,0.11,0.62
defjam,DKS,Mar-08,8.00,94.00,11.80,0.10,0.62
defjam,PLAY,Mar-29,8.00,96.00,12.00,0.14,0.51
defjam,INTC,Jan-26,7.00,94.00,13.40,0.06,0.57
defjam,LE,Mar-22,7.00,47.00,6.70,0.24,0.34
defjam,YELP,Feb-09,7.00,33.00,4.70,0.32,0.52
lect,TWTR,Feb-10,5.00,-13.00,-2.60,0.34,0.34
lect,LAD,Feb-16,4.00,21.00,5.30,0.12,0.52
lect,GOOGL,Feb-02,4.00,17.00,4.30,0.11,0.41
lect,QCOM,Feb-02,4.00,111.00,27.80,0.04,0.58
lect,EBAY,Feb-02,4.00,50.00,12.50,0.03,0.47
lect,NFLX,Jan-18,4.00,15.00,3.80,0.11,0.52
lect,MSFT,Jan-27,4.00,86.00,21.50,0.05,0.58
lect,IBM,Jan-24,4.00,43.00,10.80,0.05,0.57
lect,CMCSA,Jan-27,4.00,54.00,13.50,0.03,0.59
lect,ALV,Jan-28,4.00,-7.00,-1.80,0.11,0.33
lect,NOW,Jan-26,4.00,27.00,6.80,0.03,0.44
lect,BB,Dec-16,4.00,31.00,7.80,0.41,0.60
lect,TXN,Jan-26,4.00,77.00,19.30,0.04,0.77
lect,IAC,Feb-02,3.00,27.00,9.00,0.38,0.33
lect,ANET,Feb-17,3.00,43.00,14.30,0.02,0.68
lect,ZG,Feb-10,3.00,5.00,1.70,0.38,0.42
lect,RDWR,Feb-09,3.00,21.00,7.00,0.09,0.47
lect,FOXA,Feb-09,3.00,59.00,19.70,0.23,0.54
lect,LHX,Jan-27,3.00,67.00,22.30,0.03,0.68
lect,VIAC,Feb-17,3.00,-50.00,-16.70,0.14,0.14
lect,WWE,Feb-10,3.00,2.00,0.70,0.34,0.30
lect,HPQ,Feb-23,3.00,23.00,7.70,0.04,0.39
lect,ADM,Feb-08,3.00,14.00,4.70,0.14,0.40
lect,KO,Feb-09,3.00,24.00,8.00,0.10,0.38
lect,BWA,Feb-10,3.00,33.00,11.00,0.06,0.45
lect,DIS,Feb-08,3.00,11.00,3.70,0.11,0.46
lect,FFIV,Jan-26,3.00,9.00,3.00,0.02,0.39
lect,NWSA,Feb-10,3.00,-8.00,-2.70,0.28,0.34
lect,NYT,Feb-03,3.00,-42.00,-14.00,0.18,0.14
lect,MNRO,Feb-03,3.00,-19.00,-6.30,0.06,0.24
SmitandCo,AMD,Feb-01,4.00,89.00,22.30,0.05,0.68
SmitandCo,NXPI,Feb-02,4.00,-8.00,-2.00,0.04,0.39
SmitandCo,PINS,Feb-10,4.00,44.00,11.00,0.36,0.32
SmitandCo,MSFT,Jan-27,3.00,40.00,13.30,0.07,0.46
SmitandCo,AA,Jan-19,3.00,38.00,12.70,0.32,0.58
SmitandCo,MCD,Jan-24,3.00,67.00,22.30,0.04,0.66
SmitandCo,TEAM,Jan-20,3.00,41.00,13.70,0.09,0.49
SmitandCo,GOOGL,Feb-02,3.00,34.00,11.30,0.13,0.44
SmitandCo,EA,Feb-01,3.00,68.00,22.70,0.18,0.63
SmitandCo,ZEN,Feb-08,3.00,1.00,0.30,0.18,0.39
SmitandCo,BBBY,Jan-06,3.00,-5.00,-1.70,0.30,0.48
SmitandCo,NFLX,Jan-18,3.00,48.00,16.00,0.08,0.62
SmitandCo,HOG,Feb-01,3.00,-13.00,-4.30,0.53,0.42
SmitandCo,SKX,Feb-10,3.00,19.00,6.30,0.10,0.45
SmitandCo,CTAS,Dec-23,3.00,60.00,20.00,0.03,0.55
SmitandCo,WDC,Jan-27,3.00,24.00,8.00,0.09,0.50
SmitandCo,MU,Dec-20,3.00,40.00,13.30,0.07,0.55
SmitandCo,PEP,Feb-10,3.00,56.00,18.70,0.01,0.64
SmitandCo,TWLO,Feb-15,3.00,76.00,25.30,0.17,0.60
SmitandCo,ANGO,Jan-06,2.00,29.00,14.50,0.23,0.58
SmitandCo,ALGN,Feb-03,2.00,40.00,20.00,0.05,0.67
SmitandCo,AIR,Dec-21,2.00,18.00,9.00,0.03,0.50
SmitandCo,KMX,Dec-17,2.00,45.00,22.50,0.22,0.72
SmitandCo,GRPN,Feb-16,2.00,11.00,5.50,0.46,0.42
SmitandCo,TSLA,Feb-02,2.00,29.00,14.50,0.22,0.71
SmitandCo,CCK,Feb-09,2.00,-15.00,-7.50,0.10,0.13
SmitandCo,CLF,Jan-27,2.00,48.00,24.00,0.09,0.56
SmitandCo,STT,Jan-26,2.00,47.00,23.50,0.05,0.65
SmitandCo,X,Feb-02,2.00,47.00,23.50,0.20,0.73
SmitandCo,ABM,Dec-15,2.00,38.00,19.00,0.03,0.58
JJM,AEO,Mar-02,9.00,73.00,8.10,0.06,0.54
JJM,ANF,Mar-02,6.00,52.00,8.70,0.20,0.58
JJM,WMT,Feb-17,6.00,45.00,7.50,0.03,0.45
JJM,TGT,Mar-08,6.00,60.00,10.00,0.03,0.66
JJM,LULU,Dec-09,6.00,181.00,30.20,0.04,0.79
JJM,DKS,Mar-08,5.00,48.00,9.60,0.13,0.49
JJM,M,Feb-22,5.00,29.00,5.80,0.10,0.51
JJM,JWN,Mar-03,5.00,49.00,9.80,0.13,0.63
JJM,GPS,Mar-03,5.00,45.00,9.00,0.07,0.44
JJM,UAA,Feb-15,5.00,21.00,4.20,0.30,0.28
JJM,ETSY,Mar-01,4.00,71.00,17.80,0.11,0.67
JJM,NKE,Dec-20,4.00,33.00,8.30,0.05,0.56
JJM,HD,Feb-22,4.00,17.00,4.30,0.03,0.47
JJM,KSS,Feb-24,4.00,102.00,25.50,0.03,0.72
JJM,FL,Feb-25,3.00,26.00,8.70,0.06,0.27
JJM,MCD,Jan-24,3.00,20.00,6.70,0.03,0.45
JJM,DBI,Mar-15,3.00,-21.00,-7.00,0.27,0.48
JJM,RH,Dec-08,3.00,28.00,9.30,0.09,0.68
JJM,URBN,Mar-08,3.00,69.00,23.00,0.03,0.67
JJM,CONN,Mar-29,3.00,45.00,15.00,0.13,0.66
JJM,BBWI,Feb-23,2.00,-47.00,-23.50,0.11,0.04
JJM,GIII,Mar-24,2.00,37.00,18.50,0.17,0.78
JJM,ULTA,Mar-10,2.00,1.00,0.50,0.02,0.50
JJM,ZUMZ,Mar-10,2.00,61.00,30.50,0.08,0.68
JJM,BURL,Mar-03,2.00,38.00,19.00,0.06,0.61
JJM,CHS,Mar-02,2.00,17.00,8.50,0.36,0.65
JJM,CROX,Mar-02,1.00,21.00,21.00,0.05,0.53
JJM,FB,Feb-02,1.00,26.00,26.00,0.05,0.71
JJM,KR,Mar-03,1.00,-18.00,-18.00,0.10,0.07
JJM,MSFT,Jan-27,1.00,23.00,23.00,0.03,0.67
MSS_3Q19,CMG,Feb-08,3.00,5.00,1.70,0.08,0.33
MSS_3Q19,ORLY,Feb-09,2.00,20.00,10.00,0.04,0.48
MSS_3Q19,LULU,Dec-09,1.00,20.00,20.00,0.02,0.61
MSS_3Q19,TSLA,Feb-02,1.00,32.00,32.00,0.12,0.74
MSS_3Q19,CBRL,Feb-22,1.00,-27.00,-27.00,0.09,0.01
MSS_3Q19,LVS,Jan-26,1.00,24.00,24.00,0.05,0.84
MSS_3Q19,DPZ,Feb-24,1.00,-9.00,-9.00,0.02,0.45
MSS_3Q19,AA,Jan-19,1.00,-4.00,-4.00,0.22,0.58
MSS_3Q19,WMT,Feb-17,1.00,3.00,3.00,0.05,0.28
MSS_3Q19,PPG,Jan-20,1.00,-8.00,-8.00,0.03,0.47
MSS_3Q19,ULTA,Mar-10,1.00,21.00,21.00,0.02,0.67
MSS_3Q19,URBN,Mar-08,1.00,-12.00,-12.00,0.03,0.18
MSS_3Q19,WSM,Mar-16,1.00,42.00,42.00,0.01,0.85
MSS_3Q19,BBBY,Jan-06,1.00,33.00,33.00,0.50,0.94
MSS_3Q19,RH,Dec-08,1.00,-12.00,-12.00,0.10,0.05
MSS_3Q19,FIVE,Mar-23,1.00,-7.00,-7.00,0.06,0.54
MSS_3Q19,NFLX,Jan-18,1.00,1.00,1.00,0.30,0.29
MSS_3Q19,M,Feb-22,1.00,16.00,16.00,0.51,0.79
MSS_3Q19,BIG,Mar-04,1.00,-14.00,-14.00,0.16,0.36
MSS_3Q19,SLB,Jan-21,1.00,-20.00,-20.00,0.10,0.29
MSS_3Q19,PNC,Jan-18,1.00,26.00,26.00,0.02,0.68
MSS_3Q19,USB,Jan-19,1.00,-7.00,-7.00,0.03,0.47
MSS_3Q19,STT,Jan-26,1.00,-8.00,-8.00,0.11,0.12
MSS_3Q19,BK,Jan-18,1.00,7.00,7.00,0.09,0.29
MSS_3Q19,BLK,Jan-14,1.00,32.00,32.00,0.04,0.87
MSS_3Q19,SCHW,Jan-19,1.00,19.00,19.00,0.03,0.69
MSS_3Q19,UNH,Jan-18,1.00,23.00,23.00,0.00,0.86
MSS_3Q19,ARAY,Jan-25,1.00,33.00,33.00,0.50,0.83
MSS_3Q19,FAST,Jan-19,1.00,-3.00,-3.00,0.04,0.63
MSS_3Q19,CSX,Jan-18,1.00,13.00,13.00,0.02,0.57
Analyst_7881232,ETSY,Mar-01,1.00,18.00,18.00,0.05,0.75
Analyst_7881232,ADBE,Dec-16,1.00,-1.00,-1.00,0.02,0.22
RaghuRam,PYPL,Feb-02,3.00,8.00,2.70,0.04,0.42
RaghuRam,BABA,Feb-02,3.00,56.00,18.70,0.11,0.49
RaghuRam,EXPE,Feb-10,3.00,5.00,1.70,0.09,0.68
RaghuRam,MTCH,Feb-01,3.00,35.00,11.70,0.08,0.62
RaghuRam,PINS,Feb-10,3.00,54.00,18.00,0.37,0.56
RaghuRam,DIS,Feb-08,3.00,70.00,23.30,0.13,0.68
RaghuRam,TWLO,Feb-15,3.00,17.00,5.70,0.35,0.33
RaghuRam,FB,Feb-02,2.00,40.00,20.00,0.03,0.65
RaghuRam,QCOM,Feb-02,2.00,59.00,29.50,0.05,0.67
RaghuRam,TWTR,Feb-10,2.00,12.00,6.00,0.18,0.53
RaghuRam,DAL,Jan-18,2.00,56.00,28.00,0.08,0.74
RaghuRam,AAPL,Feb-01,2.00,51.00,25.50,0.03,0.79
RaghuRam,EBAY,Feb-02,2.00,12.00,6.00,0.02,0.53
RaghuRam,HD,Feb-22,2.00,43.00,21.50,0.02,0.65
RaghuRam,ILMN,Feb-01,2.00,9.00,4.50,0.09,0.39
RaghuRam,CNC,Feb-08,2.00,21.00,10.50,0.04,0.62
RaghuRam,BA,Jan-26,2.00,40.00,20.00,0.41,0.70
RaghuRam,TCOM,Dec-15,2.00,45.00,22.50,0.25,0.51
RaghuRam,NFLX,Jan-18,2.00,-24.00,-12.00,0.24,0.16
RaghuRam,UNH,Jan-18,2.00,37.00,18.50,0.01,0.62
RaghuRam,CMG,Feb-08,2.00,25.00,12.50,0.08,0.43
RaghuRam,AMZN,Feb-03,2.00,25.00,12.50,0.16,0.53
RaghuRam,TSLA,Feb-02,2.00,34.00,17.00,0.32,0.62
RaghuRam,TRIP,Feb-16,2.00,6.00,3.00,0.12,0.35
RaghuRam,SBUX,Jan-27,2.00,0.00,0.00,0.02,0.44
RaghuRam,FDX,Dec-16,2.00,0.00,0.00,0.09,0.48
RaghuRam,XOM,Feb-01,2.00,72.00,36.00,0.03,0.74
RaghuRam,CSCO,Feb-16,2.00,35.00,17.50,0.02,0.46
RaghuRam,COST,Dec-09,2.00,38.00,19.00,0.01,0.66
RaghuRam,JPM,Jan-14,2.00,47.00,23.50,0.06,0.87
Analyst_877516,CZR,Feb-24,5.00,-19.00,-3.80,0.42,0.31
Analyst_877516,ATVI,Feb-10,4.00,52.00,13.00,0.23,0.48
Analyst_877516,ETSY,Mar-01,2.00,44.00,22.00,0.04,0.71
Analyst_877516,PLNT,Mar-01,1.00,34.00,34.00,0.02,0.71
Analyst_877516,SQ,Mar-02,1.00,-5.00,-5.00,0.05,0.56
Analyst_877516,CPRT,Feb-22,1.00,4.00,4.00,0.28,0.31
Analyst_877516,REGI,Mar-08,1.00,9.00,9.00,0.39,0.51
Analyst_877516,ZNGA,Feb-09,1.00,4.00,4.00,0.52,0.26
Analyst_877516,OLLI,Apr-06,1.00,-4.00,-4.00,0.02,0.65
Analyst_4332023,EXAS,Feb-24,1.00,30.00,30.00,0.08,0.67
Analyst_4332023,ETSY,Mar-01,1.00,41.00,41.00,0.04,0.83
Analyst_1078932,MSFT,Jan-27,6.00,-2.00,-0.30,0.07,0.26
Analyst_1078932,AAPL,Feb-01,5.00,99.00,19.80,0.04,0.53
Analyst_1078932,CRM,Mar-01,5.00,17.00,3.40,0.10,0.30
Analyst_1078932,GM,Feb-01,4.00,20.00,5.00,0.07,0.41
Analyst_1078932,DIS,Feb-08,3.00,-3.00,-1.00,0.10,0.57
Analyst_1078932,NKE,Dec-20,2.00,16.00,8.00,0.06,0.31
Analyst_1078932,NVDA,Feb-17,2.00,38.00,19.00,0.17,0.65
Analyst_1078932,NFLX,Jan-18,2.00,36.00,18.00,0.07,0.50
Analyst_1078932,GE,Jan-27,2.00,30.00,15.00,0.04,0.53
Analyst_1078932,ENPH,Mar-01,1.00,-16.00,-16.00,0.21,0.22
Analyst_1078932,LULU,Dec-09,1.00,1.00,1.00,0.07,0.10
Analyst_1078932,ABT,Jan-26,1.00,-11.00,-11.00,0.02,0.36
Analyst_1078932,ETSY,Mar-01,1.00,-4.00,-4.00,0.10,0.64
Analyst_1078932,AMD,Feb-01,1.00,42.00,42.00,0.01,0.76
Analyst_1078932,MU,Dec-20,1.00,29.00,29.00,0.03,0.64
Analyst_1078932,V,Feb-03,1.00,-16.00,-16.00,0.04,0.13
Analyst_1078932,VZ,Jan-25,1.00,-16.00,-16.00,0.02,0.01
Analyst_1078932,STZ,Jan-06,1.00,5.00,5.00,0.11,0.37
Roth_17,MCHX,Feb-17,24.00,-21.00,-0.90,0.41,0.26
Roth_17,ETSY,Mar-01,24.00,-40.00,-1.70,0.30,0.38
Roth_17,SHOP,Feb-16,23.00,175.00,7.60,0.36,0.42
Roth_17,ALRM,Mar-01,21.00,83.00,4.00,0.18,0.17
Roth_17,MITK,Jan-27,16.00,199.00,12.40,0.11,0.48
Roth_17,GRUB,Dec-10,10.00,40.00,4.00,0.11,0.39
Roth_17,YELP,Feb-09,8.00,13.00,1.50,0.39,0.39
Roth_17,IMAX,Feb-24,8.00,111.00,13.90,0.14,0.53
Roth_17,ANGI,Feb-09,5.00,32.00,6.40,0.37,0.38
Roth_17,APPS,Feb-08,2.00,-18.00,-9.00,0.09,0.31
Analyst_9165124,UPWK,Mar-03,5.00,63.00,12.60,0.46,0.41
Analyst_9165124,DBX,Feb-24,4.00,91.00,22.80,0.05,0.64
Analyst_9165124,AVGO,Dec-09,1.00,44.00,44.00,0.00,0.70
Analyst_9165124,DIS,Feb-08,1.00,13.00,13.00,0.60,0.74
Analyst_9165124,FSLY,Feb-24,1.00,23.00,23.00,0.51,0.56
Analyst_9165124,AYX,Feb-23,1.00,14.00,14.00,0.11,0.72
Analyst_9165124,ETSY,Mar-01,1.00,-4.00,-4.00,0.14,0.66
RStu0718,EBAY,Feb-02,3.00,-5.00,-1.70,0.03,0.36
RStu0718,NOW,Jan-26,2.00,39.00,19.50,0.03,0.55
RStu0718,ZEN,Feb-08,2.00,46.00,23.00,0.06,0.69
RStu0718,GOOGL,Feb-02,2.00,5.00,2.50,0.06,0.66
RStu0718,ZS,Feb-24,2.00,46.00,23.00,0.32,0.49
RStu0718,NFLX,Jan-18,2.00,21.00,10.50,0.13,0.58
RStu0718,GRPN,Feb-16,2.00,-13.00,-6.50,0.42,0.23
RStu0718,TWLO,Feb-15,2.00,-5.00,-2.50,0.39,0.24
RStu0718,MSFT,Jan-27,2.00,-16.00,-8.00,0.07,0.27
RStu0718,VMW,Feb-24,2.00,-37.00,-18.50,0.04,0.04
RStu0718,ETSY,Mar-01,2.00,58.00,29.00,0.10,0.82
RStu0718,PTON,Feb-09,2.00,25.00,12.50,0.32,0.73
RStu0718,AAPL,Feb-01,1.00,-3.00,-3.00,0.03,0.60
RStu0718,NTGR,Feb-08,1.00,-1.00,-1.00,0.13,0.20
RStu0718,CSCO,Feb-16,1.00,-13.00,-13.00,0.03,0.01
RStu0718,FB,Feb-02,1.00,-3.00,-3.00,0.05,0.73
RStu0718,YELP,Feb-09,1.00,-28.00,-28.00,0.53,0.01
RStu0718,ANGI,Feb-09,1.00,-6.00,-6.00,0.05,0.43
RStu0718,NEWR,Feb-08,1.00,-11.00,-11.00,0.24,0.36
RStu0718,AMD,Feb-01,1.00,-20.00,-20.00,0.25,0.05
RStu0718,IBM,Jan-24,1.00,17.00,17.00,0.01,0.71
RStu0718,WDAY,Feb-28,1.00,0.00,0.00,0.06,0.26
RStu0718,SHAK,Feb-28,1.00,30.00,30.00,0.50,0.67
RStu0718,CHGG,Feb-14,1.00,34.00,34.00,0.03,0.76
RStu0718,ALRM,Mar-01,1.00,3.00,3.00,0.23,0.10
RStu0718,TEAM,Jan-20,1.00,2.00,2.00,0.07,0.23
RStu0718,WIX,Feb-16,1.00,13.00,13.00,0.50,0.64
RStu0718,LOGI,Jan-17,1.00,-49.00,-49.00,0.16,0.00
RStu0718,ROKU,Feb-24,1.00,11.00,11.00,0.09,0.72
RStu0718,DOCU,Mar-17,1.00,17.00,17.00,0.51,0.92
SmoShow,MELI,Feb-24,8.00,104.00,13.00,0.38,0.64
SmoShow,JD,Mar-03,8.00,92.00,11.50,0.29,0.53
SmoShow,AYX,Feb-23,7.00,114.00,16.30,0.39,0.59
SmoShow,CVS,Feb-09,7.00,145.00,20.70,0.06,0.57
SmoShow,PAYC,Feb-08,7.00,166.00,23.70,0.02,0.73
SmoShow,DIS,Feb-08,7.00,60.00,8.70,0.21,0.61
SmoShow,WIX,Feb-16,7.00,80.00,11.40,0.30,0.60
SmoShow,TTD,Feb-17,7.00,99.00,14.10,0.15,0.57
SmoShow,TWLO,Feb-15,7.00,164.00,23.40,0.35,0.58
SmoShow,SQ,Mar-02,7.00,151.00,21.60,0.23,0.62
SmoShow,OKTA,Mar-10,7.00,184.00,26.30,0.27,0.72
SmoShow,SHW,Jan-27,6.00,21.00,3.50,0.04,0.35
SmoShow,BB,Dec-16,6.00,60.00,10.00,0.40,0.57
SmoShow,FB,Feb-02,6.00,100.00,16.70,0.06,0.59
SmoShow,RCL,Feb-02,3.00,29.00,9.70,0.44,0.66
SmoShow,NKE,Dec-20,3.00,23.00,7.70,0.07,0.52
SmoShow,AAPL,Feb-01,2.00,62.00,31.00,0.03,0.68
SmoShow,MSFT,Jan-27,2.00,47.00,23.50,0.04,0.69
SmoShow,NVDA,Feb-17,2.00,18.00,9.00,0.07,0.56
SmoShow,HD,Feb-22,2.00,31.00,15.50,0.03,0.49
SmoShow,V,Feb-03,2.00,9.00,4.50,0.02,0.40
SmoShow,ETSY,Mar-01,2.00,29.00,14.50,0.13,0.60
SmoShow,AMD,Feb-01,2.00,-10.00,-5.00,0.12,0.55
SmoShow,SBUX,Jan-27,2.00,37.00,18.50,0.02,0.70
SmoShow,BRK-B,Feb-21,2.00,57.00,28.50,0.06,0.74
SmoShow,ADBE,Dec-16,2.00,48.00,24.00,0.01,0.60
SmoShow,ILMN,Feb-01,2.00,17.00,8.50,0.08,0.62
SmoShow,UBER,Feb-09,1.00,17.00,17.00,0.30,0.63
SmoShow,BYND,Mar-03,1.00,6.00,6.00,0.61,0.44
SmoShow,FVRR,Feb-23,1.00,32.00,32.00,0.51,0.64
rksmythe,CSCO,Feb-16,2.00,72.00,36.00,0.01,0.70
rksmythe,FL,Feb-25,2.00,23.00,11.50,0.02,0.49
rksmythe,ROST,Mar-01,2.00,49.00,24.50,0.03,0.60
rksmythe,TJX,Mar-02,2.00,39.00,19.50,0.01,0.58
rksmythe,ATVI,Feb-10,2.00,13.00,6.50,0.06,0.59
rksmythe,ULTA,Mar-10,2.00,9.00,4.50,0.01,0.48
rksmythe,DOCU,Mar-17,2.00,47.00,23.50,0.30,0.58
rksmythe,W,Feb-24,1.00,30.00,30.00,0.17,0.87
rksmythe,EL,Feb-03,1.00,26.00,26.00,0.02,0.69
rksmythe,AMGN,Feb-03,1.00,36.00,36.00,0.05,0.72
rksmythe,UNH,Jan-18,1.00,29.00,29.00,0.01,0.78
rksmythe,LLY,Feb-03,1.00,-7.00,-7.00,0.10,0.40
rksmythe,HON,Jan-28,1.00,28.00,28.00,0.01,0.70
rksmythe,AKAM,Feb-15,1.00,32.00,32.00,0.02,0.75
rksmythe,YELP,Feb-09,1.00,5.00,5.00,0.51,0.41
rksmythe,ETSY,Mar-01,1.00,14.00,14.00,0.25,0.59
rksmythe,PYPL,Feb-02,1.00,13.00,13.00,0.08,0.22
rksmythe,TGT,Mar-08,1.00,8.00,8.00,0.03,0.60
rksmythe,HAS,Feb-07,1.00,22.00,22.00,0.05,0.70
rksmythe,DRI,Dec-17,1.00,3.00,3.00,0.12,0.25
rksmythe,BBWI,Feb-23,1.00,8.00,8.00,0.02,0.51
rksmythe,LOW,Feb-23,1.00,38.00,38.00,0.01,0.75
rksmythe,AEO,Mar-02,1.00,0.00,0.00,0.03,0.20
rksmythe,GME,Dec-08,1.00,-6.00,-6.00,0.08,0.56
greenbananas,SYF,Jan-28,4.00,42.00,10.50,0.17,0.58
greenbananas,ALLY,Feb-01,4.00,39.00,9.80,0.22,0.54
greenbananas,TWLO,Feb-15,3.00,61.00,20.30,0.18,0.58
greenbananas,ZM,Mar-09,3.00,101.00,33.70,0.19,0.85
greenbananas,SFIX,Mar-14,3.00,17.00,5.70,0.36,0.46
greenbananas,DOCU,Mar-17,3.00,55.00,18.30,0.34,0.58
greenbananas,TTD,Feb-17,3.00,43.00,14.30,0.09,0.62
greenbananas,RDFN,Feb-24,2.00,44.00,22.00,0.15,0.68
greenbananas,MIME,Feb-14,2.00,71.00,35.50,0.02,0.77
greenbananas,SPOT,Feb-09,2.00,11.00,5.50,0.51,0.34
greenbananas,LULU,Dec-09,2.00,48.00,24.00,0.02,0.62
greenbananas,DBX,Feb-24,2.00,54.00,27.00,0.04,0.65
greenbananas,BOX,Mar-02,2.00,41.00,20.50,0.32,0.62
greenbananas,ZS,Feb-24,2.00,44.00,22.00,0.31,0.70
greenbananas,PSTG,Mar-03,2.00,5.00,2.50,0.09,0.64
greenbananas,PANW,Mar-01,2.00,-18.00,-9.00,0.08,0.41
greenbananas,MTCH,Feb-01,2.00,-11.00,-5.50,0.06,0.39
greenbananas,UI,Feb-10,2.00,16.00,8.00,0.09,0.63
greenbananas,WDAY,Feb-28,2.00,32.00,16.00,0.06,0.57
greenbananas,SQ,Mar-02,2.00,40.00,20.00,0.09,0.45
greenbananas,SPLK,Mar-03,2.00,38.00,19.00,0.03,0.63
greenbananas,VEEV,Mar-01,2.00,36.00,18.00,0.04,0.60
greenbananas,POST,Feb-03,2.00,0.00,0.00,0.20,0.52
greenbananas,TWTR,Feb-10,2.00,11.00,5.50,0.18,0.53
greenbananas,NTNX,Mar-03,2.00,5.00,2.50,0.06,0.59
greenbananas,SNAP,Feb-08,2.00,38.00,19.00,0.15,0.69
greenbananas,ZNGA,Feb-09,2.00,20.00,10.00,0.52,0.56
greenbananas,NEWR,Feb-08,2.00,19.00,9.50,0.33,0.31
greenbananas,ZEN,Feb-08,2.00,38.00,19.00,0.16,0.58
greenbananas,PINS,Feb-10,2.00,28.00,14.00,0.36,0.49
francescozunino,AMZN,Feb-03,9.00,114.00,12.70,0.20,0.56
francescozunino,CRM,Mar-01,9.00,164.00,18.20,0.11,0.60
francescozunino,GOOGL,Feb-02,9.00,137.00,15.20,0.11,0.54
francescozunino,FB,Feb-02,8.00,142.00,17.80,0.07,0.69
francescozunino,AAPL,Feb-01,8.00,105.00,13.10,0.09,0.56
francescozunino,NVDA,Feb-17,8.00,147.00,18.40,0.10,0.58
francescozunino,TGT,Mar-08,7.00,166.00,23.70,0.14,0.78
francescozunino,QCOM,Feb-02,7.00,200.00,28.60,0.04,0.72
francescozunino,JWN,Mar-03,7.00,50.00,7.10,0.21,0.51
francescozunino,TWLO,Feb-15,7.00,191.00,27.30,0.34,0.69
francescozunino,MSFT,Jan-27,6.00,134.00,22.30,0.05,0.58
francescozunino,ETSY,Mar-01,6.00,96.00,16.00,0.11,0.64
francescozunino,AMD,Feb-01,5.00,103.00,20.60,0.07,0.68
francescozunino,ISRG,Jan-27,5.00,102.00,20.40,0.10,0.52
francescozunino,WDAY,Feb-28,5.00,67.00,13.40,0.08,0.47
francescozunino,ALGN,Feb-03,5.00,122.00,24.40,0.10,0.68
francescozunino,WMT,Feb-17,5.00,112.00,22.40,0.06,0.73
francescozunino,SDC,Mar-02,4.00,16.00,3.60,0.35,0.52
francescozunino,TTD,Feb-17,4.00,99.00,24.80,0.14,0.60
francescozunino,SHOP,Feb-16,4.00,53.00,13.30,0.28,0.63
francescozunino,WSM,Mar-16,4.00,85.00,21.30,0.10,0.57
francescozunino,ADBE,Dec-16,4.00,68.00,17.00,0.01,0.61
francescozunino,LRCX,Jan-26,4.00,117.00,29.30,0.03,0.65
francescozunino,LITE,Feb-08,3.00,65.00,21.70,0.09,0.63
francescozunino,SQ,Mar-02,3.00,21.00,7.00,0.26,0.56
