analyst_id,ticker,reports,quarters,points,pts_est,error_rate,accuracy
IDK_really,ROKU,Feb-24,2.00,27.00,13.50,0.11,0.64
IDK_really,GOOGL,Feb-02,2.00,31.00,15.50,0.05,0.67
IDK_really,FSLR,Feb-24,2.00,28.00,14.00,0.38,0.65
IDK_really,ATVI,Feb-10,2.00,39.00,19.50,0.03,0.66
IDK_really,MOH,Feb-14,2.00,40.00,20.00,0.19,0.53
IDK_really,TSLA,Feb-02,2.00,47.00,23.50,0.22,0.74
IDK_really,FB,Feb-02,2.00,48.00,24.00,0.05,0.56
IDK_really,NVDA,Feb-17,2.00,29.00,14.50,0.08,0.69
IDK_really,AMD,Feb-01,2.00,41.00,20.50,0.13,0.70
IDK_really,ANET,Feb-17,2.00,43.00,21.50,0.03,0.63
IDK_really,PEP,Feb-10,2.00,21.00,10.50,0.02,0.62
IDK_really,HD,Feb-22,1.00,7.00,7.00,0.02,0.55
IDK_really,SBUX,Jan-27,1.00,16.00,16.00,0.01,0.77
IDK_really,PM,Feb-03,1.00,25.00,25.00,0.03,0.58
IDK_really,MCD,Jan-24,1.00,41.00,41.00,0.00,0.77
IDK_really,JNJ,Jan-25,1.00,15.00,15.00,0.02,0.37
IDK_really,MNST,Mar-02,1.00,-14.00,-14.00,0.08,0.03
IDK_really,PG,Jan-25,1.00,14.00,14.00,0.01,0.59
IDK_really,HON,Jan-28,1.00,-9.00,-9.00,0.04,0.46
IDK_really,GE,Jan-27,1.00,11.00,11.00,0.09,0.71
IDK_really,FDX,Dec-16,1.00,-5.00,-5.00,0.04,0.65
IDK_really,CAR,Feb-23,1.00,8.00,8.00,0.13,0.61
IDK_really,GILD,Feb-08,1.00,7.00,7.00,0.12,0.57
IDK_really,WDC,Jan-27,1.00,37.00,37.00,0.50,0.67
AMTRAX,PBYI,Mar-03,4.00,53.00,13.30,0.43,0.56
AMTRAX,TLRY,Feb-16,4.00,43.00,10.80,0.29,0.55
AMTRAX,MGNI,Feb-23,3.00,-10.00,-3.30,0.21,0.47
AMTRAX,FOLD,Mar-02,2.00,0.00,0.00,0.14,0.42
AMTRAX,RAD,Dec-21,1.00,-3.00,-3.00,0.50,0.71
AMTRAX,LJPC,Mar-07,1.00,-2.00,-2.00,0.03,0.75
AMTRAX,ORCL,Dec-09,1.00,9.00,9.00,0.04,0.58
AMTRAX,JD,Mar-03,1.00,14.00,14.00,0.23,0.75
AMTRAX,CLDX,Mar-10,1.00,15.00,15.00,0.17,0.57
AMTRAX,GE,Jan-27,1.00,-9.00,-9.00,0.06,0.25
larrylai,GOOGL,Feb-02,28.00,466.00,16.70,0.06,0.59
larrylai,DIS,Feb-08,27.00,300.00,11.10,0.11,0.54
larrylai,FB,Feb-02,27.00,424.00,15.70,0.07,0.57
larrylai,TSLA,Feb-02,27.00,342.00,12.70,0.27,0.61
larrylai,AAPL,Feb-01,27.00,452.00,16.70,0.04,0.64
larrylai,SPLK,Mar-03,25.00,554.00,22.20,0.14,0.69
larrylai,MA,Feb-03,23.00,388.00,16.90,0.03,0.61
larrylai,TWTR,Feb-10,23.00,338.00,14.70,0.19,0.57
larrylai,AMZN,Feb-03,23.00,343.00,14.90,0.23,0.60
larrylai,GPRO,Feb-03,23.00,222.00,9.70,0.26,0.58
larrylai,BIDU,Feb-24,23.00,381.00,16.60,0.13,0.53
larrylai,SBUX,Jan-27,23.00,248.00,10.80,0.04,0.55
larrylai,CSCO,Feb-16,23.00,427.00,18.60,0.02,0.62
larrylai,BB,Dec-16,22.00,396.00,18.00,0.33,0.57
larrylai,QCOM,Feb-02,22.00,358.00,16.30,0.07,0.51
larrylai,EBAY,Feb-02,22.00,389.00,17.70,0.02,0.63
larrylai,V,Feb-03,22.00,445.00,20.20,0.02,0.64
larrylai,MCD,Jan-24,22.00,369.00,16.80,0.03,0.63
larrylai,WYNN,Feb-10,22.00,184.00,8.40,0.19,0.56
larrylai,MSFT,Jan-27,22.00,468.00,21.30,0.04,0.64
larrylai,ZNGA,Feb-09,22.00,143.00,6.50,0.37,0.43
larrylai,WMT,Feb-17,22.00,338.00,15.40,0.03,0.57
larrylai,TXN,Jan-26,21.00,294.00,14.00,0.04,0.56
larrylai,DPZ,Feb-24,21.00,255.00,12.10,0.05,0.55
larrylai,WEN,Feb-24,21.00,284.00,13.50,0.07,0.59
larrylai,BKNG,Mar-02,21.00,295.00,14.00,0.06,0.59
larrylai,SWBI,Mar-03,21.00,193.00,9.20,0.22,0.54
larrylai,EA,Feb-01,21.00,434.00,20.70,0.12,0.65
larrylai,DDD,Mar-02,21.00,161.00,7.70,0.35,0.54
larrylai,MGM,Feb-17,21.00,260.00,12.40,0.24,0.56
Analyst_7089436,TLRY,Feb-16,1.00,18.00,18.00,0.08,0.69
Analyst_9387580,SQ,Mar-02,15.00,329.00,21.90,0.18,0.63
Analyst_9387580,MSFT,Jan-27,15.00,335.00,22.30,0.04,0.65
Analyst_9387580,EA,Feb-01,15.00,254.00,16.90,0.11,0.63
Analyst_9387580,GPRO,Feb-03,15.00,230.00,15.30,0.19,0.67
Analyst_9387580,ATVI,Feb-10,15.00,265.00,17.70,0.09,0.65
Analyst_9387580,ZNGA,Feb-09,14.00,236.00,16.90,0.34,0.63
Analyst_9387580,DDD,Mar-02,14.00,151.00,10.80,0.39,0.55
Analyst_9387580,GD,Jan-26,14.00,290.00,20.70,0.03,0.61
Analyst_9387580,WYNN,Feb-10,14.00,109.00,7.80,0.22,0.61
Analyst_9387580,AMD,Feb-01,14.00,265.00,18.90,0.07,0.68
Analyst_9387580,IBM,Jan-24,14.00,183.00,13.10,0.02,0.62
Analyst_9387580,KDP,Mar-03,14.00,247.00,17.60,0.05,0.60
Analyst_9387580,NFLX,Jan-18,14.00,300.00,21.40,0.08,0.66
Analyst_9387580,MTCH,Feb-01,14.00,182.00,13.00,0.07,0.60
Analyst_9387580,NXPI,Feb-02,14.00,74.00,5.30,0.09,0.57
Analyst_9387580,FB,Feb-02,14.00,275.00,19.60,0.07,0.63
Analyst_9387580,SGMS,Feb-24,14.00,135.00,9.60,0.37,0.57
Analyst_9387580,GRUB,Dec-10,14.00,194.00,13.90,0.25,0.59
Analyst_9387580,AAPL,Feb-01,14.00,342.00,24.40,0.05,0.70
Analyst_9387580,PZZA,Feb-22,14.00,139.00,9.90,0.15,0.64
Analyst_9387580,KO,Feb-09,14.00,172.00,12.30,0.03,0.59
Analyst_9387580,WEN,Feb-24,14.00,246.00,17.60,0.05,0.67
Analyst_9387580,HOG,Feb-01,14.00,125.00,8.90,0.25,0.52
Analyst_9387580,HSY,Feb-03,14.00,113.00,8.10,0.03,0.50
Analyst_9387580,GOOGL,Feb-02,14.00,236.00,16.90,0.09,0.57
Analyst_9387580,LVS,Jan-26,14.00,224.00,16.00,0.15,0.64
Analyst_9387580,TXN,Jan-26,14.00,234.00,16.70,0.05,0.61
Analyst_9387580,QCOM,Feb-02,13.00,281.00,21.60,0.06,0.57
Analyst_9387580,MCD,Jan-24,13.00,212.00,16.30,0.03,0.66
Analyst_9387580,CSCO,Feb-16,13.00,224.00,17.20,0.01,0.68
Analyst_8118309,TLRY,Feb-16,1.00,35.00,35.00,0.06,0.74
Zyjzhang,TLRY,Feb-16,1.00,35.00,35.00,0.06,0.74
dalton,NFLX,Jan-18,20.00,230.00,11.50,0.10,0.55
dalton,JBLU,Jan-27,20.00,173.00,8.70,0.05,0.54
dalton,TSLA,Feb-02,20.00,322.00,16.10,0.25,0.68
dalton,PEP,Feb-10,20.00,401.00,20.10,0.02,0.62
dalton,MSFT,Jan-27,20.00,452.00,22.60,0.05,0.69
dalton,PM,Feb-03,19.00,294.00,15.50,0.04,0.63
dalton,GOOGL,Feb-02,19.00,327.00,17.20,0.07,0.65
dalton,DIS,Feb-08,19.00,317.00,16.70,0.15,0.62
dalton,CMCSA,Jan-27,19.00,506.00,26.60,0.03,0.69
dalton,DPZ,Feb-24,18.00,295.00,16.40,0.04,0.67
dalton,QCOM,Feb-02,18.00,316.00,17.60,0.06,0.59
dalton,SBUX,Jan-27,18.00,310.00,17.20,0.04,0.68
dalton,CMG,Feb-08,18.00,331.00,18.40,0.08,0.70
dalton,V,Feb-03,18.00,324.00,18.00,0.02,0.61
dalton,AAPL,Feb-01,18.00,310.00,17.20,0.05,0.64
dalton,HA,Jan-25,18.00,280.00,15.60,0.05,0.64
dalton,WTS,Feb-14,18.00,227.00,12.60,0.04,0.56
dalton,FMC,Feb-09,18.00,340.00,18.90,0.05,0.67
dalton,JNJ,Jan-25,18.00,395.00,21.90,0.02,0.64
dalton,MCD,Jan-24,18.00,233.00,12.90,0.04,0.58
dalton,KO,Feb-09,18.00,296.00,16.40,0.03,0.62
dalton,PII,Feb-01,18.00,242.00,13.40,0.09,0.56
dalton,GD,Jan-26,18.00,337.00,18.70,0.03,0.62
dalton,DAL,Jan-18,18.00,304.00,16.90,0.04,0.64
dalton,CAKE,Feb-23,18.00,206.00,11.40,0.12,0.56
dalton,TXRH,Feb-22,18.00,70.00,3.90,0.12,0.56
dalton,UAL,Jan-18,18.00,237.00,13.20,0.04,0.60
dalton,MDLZ,Feb-02,18.00,229.00,12.70,0.02,0.61
dalton,CHH,Feb-16,17.00,304.00,17.90,0.08,0.57
dalton,COLM,Feb-10,17.00,250.00,14.70,0.12,0.63
Analyst_656238,NFLX,Jan-18,12.00,188.00,15.70,0.07,0.66
Analyst_656238,DPZ,Feb-24,11.00,65.00,5.90,0.06,0.49
Analyst_656238,PEP,Feb-10,11.00,82.00,7.50,0.03,0.46
Analyst_656238,MKC,Jan-27,11.00,41.00,3.70,0.04,0.42
Analyst_656238,TSLA,Feb-02,11.00,67.00,6.10,0.28,0.48
Analyst_656238,KO,Feb-09,10.00,176.00,17.60,0.02,0.60
Analyst_656238,MSFT,Jan-27,10.00,208.00,20.80,0.05,0.59
Analyst_656238,AVGO,Dec-09,10.00,65.00,6.50,0.02,0.56
Analyst_656238,UAL,Jan-18,10.00,41.00,4.10,0.12,0.53
Analyst_656238,CAG,Jan-06,10.00,33.00,3.30,0.08,0.35
Analyst_656238,EBAY,Feb-02,10.00,117.00,11.70,0.02,0.58
Analyst_656238,NKE,Dec-20,10.00,98.00,9.80,0.14,0.43
Analyst_656238,BB,Dec-16,10.00,173.00,17.30,0.29,0.57
Analyst_656238,HA,Jan-25,10.00,106.00,10.60,0.11,0.50
Analyst_656238,CCL,Jan-25,10.00,27.00,2.70,0.20,0.38
Analyst_656238,LNN,Jan-06,10.00,100.00,10.00,0.22,0.55
Analyst_656238,LULU,Dec-09,10.00,127.00,12.70,0.12,0.50
Analyst_656238,JNJ,Jan-25,10.00,197.00,19.70,0.02,0.56
Analyst_656238,DRI,Dec-17,10.00,86.00,8.60,0.12,0.47
Analyst_656238,JBLU,Jan-27,10.00,30.00,3.00,0.12,0.41
Analyst_656238,GME,Dec-08,10.00,100.00,10.00,0.31,0.47
Analyst_656238,ZUMZ,Mar-10,10.00,-35.00,-3.50,0.23,0.30
Analyst_656238,PANW,Mar-01,10.00,105.00,10.50,0.09,0.42
Analyst_656238,XOM,Feb-01,9.00,54.00,6.00,0.15,0.52
Analyst_656238,MPC,Feb-02,9.00,134.00,14.90,0.20,0.64
Analyst_656238,SU,Feb-02,9.00,66.00,7.30,0.15,0.55
Analyst_656238,VLO,Feb-03,9.00,184.00,20.40,0.09,0.57
Analyst_656238,KMI,Jan-19,9.00,118.00,13.10,0.05,0.61
Analyst_656238,CNX,Feb-01,9.00,75.00,8.30,0.37,0.56
Analyst_656238,MRO,Feb-16,9.00,150.00,16.70,0.20,0.59
Analyst_8060388,AMZN,Feb-03,4.00,39.00,9.80,0.28,0.39
Analyst_8060388,ISRG,Jan-27,1.00,44.00,44.00,0.01,0.95
Analyst_8060388,TLRY,Feb-16,1.00,12.00,12.00,0.08,0.69
maggieb,CNK,Feb-25,8.00,-25.00,-3.10,0.33,0.18
maggieb,FOXA,Feb-09,8.00,138.00,17.30,0.09,0.53
maggieb,VIAC,Feb-17,8.00,18.00,2.30,0.08,0.37
maggieb,CHTR,Feb-04,8.00,29.00,3.60,0.14,0.32
maggieb,CMCSA,Jan-27,8.00,132.00,16.50,0.03,0.60
maggieb,NXST,Mar-01,8.00,34.00,4.30,0.13,0.42
maggieb,AMCX,Feb-24,8.00,83.00,10.40,0.08,0.56
maggieb,CCO,Mar-03,8.00,93.00,11.60,0.30,0.61
maggieb,OMC,Feb-17,8.00,103.00,12.90,0.02,0.49
maggieb,SIRI,Feb-01,8.00,107.00,13.40,0.08,0.56
maggieb,DISH,Feb-23,8.00,-2.00,-0.30,0.06,0.47
maggieb,ALSN,Feb-07,8.00,177.00,22.10,0.06,0.63
maggieb,BWA,Feb-10,8.00,67.00,8.40,0.06,0.46
maggieb,DISCA,Mar-01,8.00,-3.00,-0.40,0.09,0.44
maggieb,FMC,Feb-09,8.00,138.00,17.30,0.04,0.69
maggieb,TSLA,Feb-02,8.00,28.00,3.50,0.39,0.51
maggieb,TEN,Feb-08,8.00,94.00,11.80,0.22,0.66
maggieb,NYT,Feb-03,8.00,122.00,15.30,0.09,0.55
maggieb,ALB,Feb-16,8.00,98.00,12.30,0.04,0.53
maggieb,NWSA,Feb-10,8.00,68.00,8.50,0.26,0.49
maggieb,SBGI,Feb-23,8.00,38.00,4.80,0.24,0.49
maggieb,TAP,Feb-24,8.00,57.00,7.10,0.06,0.53
maggieb,OLN,Feb-08,8.00,89.00,11.10,0.20,0.62
maggieb,DIS,Feb-08,8.00,74.00,9.30,0.11,0.59
maggieb,SAM,Feb-23,8.00,-16.00,-2.00,0.16,0.38
maggieb,HOG,Feb-01,8.00,90.00,11.30,0.18,0.56
maggieb,KDP,Mar-03,8.00,-21.00,-2.60,0.20,0.38
maggieb,ADM,Feb-08,8.00,7.00,0.90,0.17,0.34
maggieb,LEG,Feb-07,8.00,114.00,14.30,0.04,0.67
maggieb,WMT,Feb-17,8.00,70.00,8.80,0.03,0.53
thedinomyte,SQ,Mar-02,11.00,232.00,21.10,0.14,0.65
thedinomyte,AAPL,Feb-01,9.00,170.00,18.90,0.03,0.65
thedinomyte,CF,Feb-16,8.00,-9.00,-1.10,0.19,0.35
thedinomyte,GPRO,Feb-03,7.00,63.00,9.00,0.29,0.58
thedinomyte,STX,Jan-27,7.00,110.00,15.70,0.05,0.52
thedinomyte,WFC,Jan-14,7.00,44.00,6.30,0.04,0.56
thedinomyte,CHTR,Feb-04,6.00,74.00,12.30,0.20,0.62
thedinomyte,MO,Jan-27,6.00,50.00,8.30,0.03,0.54
thedinomyte,GOOGL,Feb-02,6.00,107.00,17.80,0.06,0.60
thedinomyte,SAVE,Feb-08,6.00,88.00,14.70,0.02,0.69
thedinomyte,ALGT,Feb-02,6.00,72.00,12.00,0.07,0.59
thedinomyte,NOV,Feb-03,6.00,92.00,15.30,0.20,0.67
thedinomyte,IMAX,Feb-24,6.00,71.00,11.80,0.13,0.51
thedinomyte,EXPE,Feb-10,6.00,84.00,14.00,0.15,0.65
thedinomyte,SIRI,Feb-01,6.00,34.00,5.70,0.09,0.45
thedinomyte,HLT,Feb-16,6.00,85.00,14.20,0.05,0.56
thedinomyte,TPR,Feb-10,6.00,74.00,12.30,0.04,0.57
thedinomyte,LVS,Jan-26,6.00,40.00,6.70,0.08,0.53
thedinomyte,WEN,Feb-24,5.00,64.00,12.80,0.07,0.58
thedinomyte,VIAC,Feb-17,5.00,18.00,3.60,0.05,0.47
thedinomyte,TNL,Feb-16,5.00,98.00,19.60,0.04,0.60
thedinomyte,AMC,Mar-03,5.00,127.00,25.40,0.17,0.65
thedinomyte,HSY,Feb-03,5.00,-32.00,-6.40,0.03,0.27
thedinomyte,IPG,Feb-11,5.00,1.00,0.20,0.25,0.36
thedinomyte,CHH,Feb-16,5.00,108.00,21.60,0.03,0.68
thedinomyte,AMCX,Feb-24,5.00,67.00,13.40,0.08,0.51
thedinomyte,TAP,Feb-24,5.00,31.00,6.20,0.10,0.49
thedinomyte,NYT,Feb-03,5.00,44.00,8.80,0.09,0.43
thedinomyte,KDP,Mar-03,5.00,1.00,0.20,0.16,0.32
thedinomyte,DISH,Feb-23,5.00,14.00,2.80,0.04,0.52
Old_Mayor,AMZN,Feb-03,26.00,460.00,17.70,0.23,0.67
Old_Mayor,AAPL,Feb-01,26.00,510.00,19.60,0.04,0.66
Old_Mayor,FB,Feb-02,26.00,484.00,18.60,0.06,0.62
Old_Mayor,SBUX,Jan-27,26.00,301.00,11.60,0.04,0.57
Old_Mayor,CMG,Feb-08,25.00,494.00,19.80,0.07,0.70
Old_Mayor,MBUU,Feb-10,25.00,499.00,20.00,0.11,0.66
Old_Mayor,SPLK,Mar-03,25.00,309.00,12.40,0.20,0.52
Old_Mayor,GPRO,Feb-03,25.00,292.00,11.70,0.24,0.62
Old_Mayor,V,Feb-03,25.00,378.00,15.10,0.02,0.61
Old_Mayor,TWTR,Feb-10,25.00,221.00,8.80,0.21,0.51
Old_Mayor,NLS,Feb-21,25.00,143.00,5.70,0.25,0.48
Old_Mayor,PYPL,Feb-02,25.00,321.00,12.80,0.03,0.56
Old_Mayor,OLN,Feb-08,25.00,195.00,7.80,0.22,0.58
Old_Mayor,CLAR,Mar-14,25.00,244.00,9.80,0.28,0.53
Old_Mayor,FL,Feb-25,25.00,225.00,9.00,0.10,0.59
Old_Mayor,AER,Feb-17,25.00,317.00,12.70,0.10,0.64
Old_Mayor,WMT,Feb-17,25.00,365.00,14.60,0.03,0.62
Old_Mayor,HIBB,Mar-11,25.00,254.00,10.20,0.16,0.65
Old_Mayor,DECK,Feb-03,25.00,383.00,15.30,0.16,0.62
Old_Mayor,HPQ,Feb-23,25.00,338.00,13.50,0.04,0.61
Old_Mayor,MSFT,Jan-27,25.00,573.00,22.90,0.04,0.69
Old_Mayor,YELP,Feb-09,25.00,334.00,13.40,0.34,0.59
Old_Mayor,HLT,Feb-16,25.00,336.00,13.40,0.13,0.58
Old_Mayor,CHDN,Mar-02,24.00,359.00,15.00,0.20,0.56
Old_Mayor,THS,Feb-10,24.00,129.00,5.40,0.08,0.51
Old_Mayor,TAP,Feb-24,24.00,255.00,10.60,0.16,0.55
Old_Mayor,TXRH,Feb-22,24.00,171.00,7.10,0.11,0.50
Old_Mayor,FLO,Feb-09,24.00,278.00,11.60,0.05,0.52
Old_Mayor,CAKE,Feb-23,24.00,105.00,4.40,0.11,0.47
Old_Mayor,SGMS,Feb-24,24.00,160.00,6.70,0.33,0.53
PCLA,GILD,Feb-08,25.00,273.00,10.90,0.09,0.50
PCLA,GE,Jan-27,25.00,325.00,13.00,0.09,0.58
PCLA,GS,Jan-18,25.00,304.00,12.20,0.11,0.58
PCLA,BLK,Jan-14,25.00,398.00,15.90,0.04,0.63
PCLA,JNJ,Jan-25,25.00,497.00,19.90,0.02,0.57
PCLA,LMT,Feb-01,25.00,305.00,12.20,0.06,0.48
PCLA,CVX,Jan-28,25.00,195.00,7.80,0.25,0.52
PCLA,MS,Jan-20,25.00,395.00,15.80,0.12,0.55
PCLA,XOM,Feb-01,25.00,225.00,9.00,0.14,0.53
PCLA,NFLX,Jan-18,25.00,400.00,16.00,0.09,0.58
PCLA,TRIP,Feb-16,25.00,256.00,10.20,0.16,0.62
PCLA,AXP,Jan-20,25.00,291.00,11.60,0.06,0.57
PCLA,DPZ,Feb-24,25.00,437.00,17.50,0.04,0.56
PCLA,ISRG,Jan-27,25.00,314.00,12.60,0.08,0.53
PCLA,BKNG,Mar-02,25.00,374.00,15.00,0.05,0.55
PCLA,UAA,Feb-15,25.00,448.00,17.90,0.19,0.63
PCLA,COST,Dec-09,25.00,284.00,11.40,0.04,0.60
PCLA,TSLA,Feb-02,25.00,371.00,14.80,0.28,0.63
PCLA,DIS,Feb-08,25.00,254.00,10.20,0.09,0.55
PCLA,DECK,Feb-03,25.00,392.00,15.70,0.19,0.51
PCLA,PEP,Feb-10,25.00,389.00,15.60,0.03,0.52
PCLA,CMG,Feb-08,25.00,375.00,15.00,0.07,0.64
PCLA,WMT,Feb-17,25.00,276.00,11.00,0.02,0.58
PCLA,YUM,Feb-10,25.00,250.00,10.00,0.07,0.55
PCLA,KO,Feb-09,25.00,350.00,14.00,0.03,0.54
PCLA,AMZN,Feb-03,25.00,387.00,15.50,0.25,0.57
PCLA,SBUX,Jan-27,25.00,298.00,11.90,0.03,0.60
PCLA,MCD,Jan-24,25.00,425.00,17.00,0.04,0.60
PCLA,AAPL,Feb-01,25.00,563.00,22.50,0.03,0.64
PCLA,HPQ,Feb-23,25.00,426.00,17.00,0.03,0.62
Analyst_5795851,APA,Feb-24,8.00,118.00,14.80,0.32,0.66
Analyst_5795851,PEP,Feb-10,8.00,151.00,18.90,0.03,0.52
Analyst_5795851,KMI,Jan-19,8.00,205.00,25.60,0.05,0.66
Analyst_5795851,BMI,Feb-07,7.00,-15.00,-2.10,0.09,0.46
Analyst_5795851,HP,Jan-27,7.00,156.00,22.30,0.20,0.61
Analyst_5795851,SAVE,Feb-08,7.00,16.00,2.30,0.08,0.60
Analyst_5795851,XOM,Feb-01,7.00,131.00,18.70,0.18,0.70
Analyst_5795851,RRC,Feb-23,7.00,112.00,16.00,0.33,0.65
Analyst_5795851,WMB,Feb-16,7.00,51.00,7.30,0.06,0.49
Analyst_5795851,CVX,Jan-28,7.00,79.00,11.30,0.24,0.60
Analyst_5795851,NOV,Feb-03,7.00,83.00,11.90,0.28,0.65
Analyst_5795851,RIG,Feb-21,7.00,33.00,4.70,0.15,0.54
Analyst_5795851,JNJ,Jan-25,7.00,135.00,19.30,0.03,0.57
Analyst_5795851,LNN,Jan-06,7.00,8.00,1.10,0.25,0.52
Analyst_5795851,COP,Feb-03,7.00,59.00,8.40,0.17,0.57
Analyst_5795851,TSLA,Feb-02,7.00,28.00,4.00,0.39,0.48
Analyst_5795851,MRO,Feb-16,7.00,84.00,12.00,0.27,0.55
Analyst_5795851,SU,Feb-02,7.00,123.00,17.60,0.13,0.70
Analyst_5795851,PXD,Feb-08,7.00,52.00,7.40,0.28,0.57
Analyst_5795851,VLO,Feb-03,7.00,145.00,20.70,0.17,0.53
Analyst_5795851,SIRI,Feb-01,7.00,-17.00,-2.40,0.12,0.39
Analyst_5795851,DVN,Feb-15,7.00,178.00,25.40,0.33,0.67
Analyst_5795851,MPC,Feb-02,7.00,114.00,16.40,0.27,0.59
Analyst_5795851,CLB,Feb-02,7.00,92.00,13.10,0.05,0.64
Analyst_5795851,SLB,Jan-21,7.00,137.00,19.60,0.10,0.65
Analyst_5795851,OII,Feb-09,7.00,53.00,7.60,0.30,0.52
Analyst_5795851,FTI,Feb-23,7.00,60.00,8.70,0.43,0.60
Analyst_5795851,FET,Feb-10,7.00,88.00,12.60,0.22,0.65
Analyst_5795851,MSFT,Jan-27,7.00,149.00,21.30,0.05,0.55
Analyst_5795851,AMD,Feb-01,7.00,95.00,13.60,0.08,0.56
Analyst_4442599,NVDA,Feb-17,13.00,-55.00,-4.20,0.22,0.24
Analyst_4442599,MU,Dec-20,10.00,-86.00,-8.60,0.20,0.25
Analyst_4442599,QCOM,Feb-02,6.00,-123.00,-20.50,0.16,0.11
Analyst_4442599,AMD,Feb-01,6.00,11.00,1.80,0.14,0.36
Analyst_4442599,BKNG,Mar-02,4.00,89.00,22.30,0.04,0.72
Analyst_4442599,JD,Mar-03,4.00,38.00,9.50,0.29,0.45
Analyst_4442599,BABA,Feb-02,4.00,-12.00,-3.00,0.11,0.25
Analyst_4442599,CSCO,Feb-16,4.00,6.00,1.50,0.03,0.30
Analyst_4442599,XLNX,Jan-26,4.00,-73.00,-18.30,0.10,0.24
Analyst_4442599,ENPH,Mar-01,4.00,-160.00,-40.00,0.48,0.00
Analyst_4442599,FTNT,Feb-09,4.00,30.00,7.50,0.07,0.27
Analyst_4442599,CYBR,Feb-10,4.00,-8.00,-2.00,0.12,0.22
Analyst_4442599,RNG,Feb-14,4.00,55.00,13.80,0.05,0.46
Analyst_4442599,KOS,Feb-28,4.00,-91.00,-22.80,0.64,0.11
Analyst_4442599,TLRY,Feb-16,4.00,-38.00,-9.50,0.36,0.14
Analyst_4442599,BBBY,Jan-06,4.00,-50.00,-12.50,0.52,0.08
Analyst_4442599,TCOM,Dec-15,4.00,-2.00,-0.50,0.13,0.30
Analyst_4442599,NFLX,Jan-18,4.00,44.00,11.00,0.10,0.61
Analyst_4442599,UMC,Jan-26,3.00,-37.00,-12.30,0.16,0.04
Analyst_4442599,NIO,Mar-08,3.00,22.00,7.30,0.31,0.56
Analyst_4442599,CSIQ,Mar-23,2.00,9.00,4.50,0.37,0.32
Analyst_4442599,TSM,Jan-13,2.00,10.00,5.00,0.01,0.65
Analyst_4442599,IBM,Jan-24,1.00,28.00,28.00,0.01,0.57
Analyst_4442599,TAL,Dec-13,1.00,-17.00,-17.00,0.59,0.04
thatsarahlewis,SWBI,Mar-03,14.00,138.00,9.90,0.22,0.47
thatsarahlewis,SGMS,Feb-24,12.00,53.00,4.40,0.40,0.52
thatsarahlewis,PENN,Feb-03,12.00,-51.00,-4.30,0.23,0.52
thatsarahlewis,PZZA,Feb-22,12.00,63.00,5.30,0.18,0.52
thatsarahlewis,WEN,Feb-24,12.00,-85.00,-7.10,0.13,0.22
thatsarahlewis,GPRO,Feb-03,12.00,50.00,4.20,0.33,0.51
thatsarahlewis,KDP,Mar-03,12.00,64.00,5.30,0.10,0.39
thatsarahlewis,TAP,Feb-24,12.00,101.00,8.40,0.15,0.62
thatsarahlewis,MTCH,Feb-01,12.00,89.00,7.40,0.09,0.48
thatsarahlewis,ZNGA,Feb-09,12.00,110.00,9.20,0.32,0.40
thatsarahlewis,BYD,Feb-15,12.00,90.00,7.50,0.14,0.56
thatsarahlewis,MLCO,Feb-24,12.00,4.00,0.30,0.33,0.35
thatsarahlewis,SAM,Feb-23,12.00,16.00,1.30,0.20,0.34
thatsarahlewis,MGM,Feb-17,12.00,79.00,6.60,0.22,0.57
thatsarahlewis,ATVI,Feb-10,12.00,123.00,10.30,0.12,0.49
thatsarahlewis,EA,Feb-01,11.00,112.00,10.20,0.19,0.49
thatsarahlewis,CHDN,Mar-02,11.00,78.00,7.10,0.22,0.44
thatsarahlewis,WYNN,Feb-10,11.00,-20.00,-1.80,0.24,0.52
thatsarahlewis,HSY,Feb-03,11.00,34.00,3.10,0.04,0.23
thatsarahlewis,KO,Feb-09,11.00,10.00,0.90,0.05,0.30
thatsarahlewis,OLN,Feb-08,10.00,67.00,6.70,0.22,0.43
thatsarahlewis,PEP,Feb-10,10.00,96.00,9.60,0.02,0.47
thatsarahlewis,MO,Jan-27,10.00,15.00,1.50,0.04,0.43
thatsarahlewis,LVS,Jan-26,10.00,15.00,1.50,0.27,0.47
thatsarahlewis,MCD,Jan-24,10.00,65.00,6.50,0.04,0.40
thatsarahlewis,DPZ,Feb-24,10.00,59.00,5.90,0.04,0.61
thatsarahlewis,GD,Jan-26,10.00,70.00,7.00,0.04,0.42
thatsarahlewis,HOG,Feb-01,9.00,42.00,4.70,0.25,0.48
thatsarahlewis,NFLX,Jan-18,9.00,58.00,6.40,0.13,0.52
thatsarahlewis,PM,Feb-03,9.00,41.00,4.60,0.04,0.39
Analyst_5740786,AMD,Feb-01,9.00,105.00,11.70,0.09,0.63
Analyst_5740786,WW,Mar-01,8.00,88.00,11.00,0.17,0.66
Analyst_5740786,SPLK,Mar-03,7.00,113.00,16.10,0.17,0.58
Analyst_5740786,QCOM,Feb-02,7.00,138.00,19.70,0.07,0.50
Analyst_5740786,FB,Feb-02,7.00,167.00,23.90,0.04,0.68
Analyst_5740786,CRM,Mar-01,7.00,166.00,23.70,0.12,0.55
Analyst_5740786,ROKU,Feb-24,7.00,150.00,21.40,0.19,0.65
Analyst_5740786,UAA,Feb-15,6.00,87.00,14.50,0.28,0.52
